"","verbatim_name","dataset","log_R2_1","tp1_AOO_1","tp2_AOO_1"
"176","Bubulcus ibis","Birds_Atlas_New_York",-1.04940057582408,500.054696060594,175.092938262154
"177","Bucanetes githagineus","Birds_atlas_EBBA",0.161167476997503,17509.4292024298,20571.5082625586
"178","Bucephala clangula","Birds_Atlas_Czechia",0.711273204760221,2966.44157667218,6041.40328502643
"179","Bucephala clangula","Birds_atlas_EBBA",0.19968132120836,1879795.94333437,2295256.38387487
"180","Bucephala clangula","Birds_Atlas_New_York",0.255826199841914,600.391837898627,775.423014083768
"181","Bulweria bulwerii","Birds_atlas_EBBA",0,17504.5539760971,17504.5539760971
"182","Burhinus oedicnemus","Birds_atlas_EBBA",0.047235481993312,1399619.96005007,1467317.97075674
"183","Butastur indicus","Birds_atlas_Japan",-0.324925472213898,66252.4493432147,47872.7746152162
"184","Buteo buteo","Birds_Atlas_Czechia",-0.00164784349554292,83775.5539576502,83637.6186350999
"185","Buteo buteo","Birds_atlas_EBBA",0.0721816915490228,5931727.17575747,6375720.61828089
"186","Buteo buteo","Birds_atlas_Japan",0.325347286732426,38699.5741334233,53580.0009798091
"187","Buteo jamaicensis","Birds_Atlas_New_York",0.0615858576549385,92869.7518797273,98769.0060651769
"188","Buteo lagopus","Birds_atlas_EBBA",-0.111467304112942,870391.386912786,778583.058792637
"189","Buteo lineatus","Birds_Atlas_New_York",0.208799545961113,17552.2378598863,21627.8319426131
"190","Buteo platypterus","Birds_Atlas_New_York",0.00713726716143496,48596.6900463966,48944.7783283006
"191","Buteo rufinus","Birds_atlas_EBBA",1.1722605730996,239349.469970121,772927.51601385
"192","Butorides striata","Birds_atlas_Japan",-0.880313632040424,18117.5900806621,7512.51023287445
"193","Butorides virescens","Birds_Atlas_New_York",-0.139870962448882,63610.1648001793,55307.1568637607
"194","Calandrella brachydactyla","Birds_atlas_EBBA",-0.0931874791027002,1427374.62485261,1300370.66547339
"195","Calcarius lapponicus","Birds_atlas_EBBA",-0.203674180511695,416104.67039074,339428.275511369
"196","Calidris alpina","Birds_atlas_EBBA",-0.33030479125398,1152254.48178083,828130.648457112
"197","Calidris falcinellus","Birds_atlas_EBBA",-0.254788016833508,361262.394101809,280007.539876469
"198","Calidris maritima","Birds_atlas_EBBA",-0.262600174071272,536234.855295482,412391.051741302
"199","Calidris minuta","Birds_atlas_EBBA",-0.785799955961251,44101.6716924009,20099.5561479619
"200","Calidris pugnax","Birds_atlas_EBBA",-0.61756116624914,1542346.58254015,831722.726881917
"201","Calidris temminckii","Birds_atlas_EBBA",-0.188838473459283,402134.799277162,332935.534296119
"202","Calonectris borealis","Birds_atlas_EBBA",0.313736747438406,47518.2122601454,65030.0714755443
"203","Calonectris diomedea","Birds_atlas_EBBA",-0.000515825380147086,188774.327952946,188676.978473293
"204","Calonectris leucomelas","Birds_atlas_Japan",-0.281176886940638,1685.30364576213,1272.22694620168
"205","Caprimulgus carolinensis","Birds_Atlas_New_York",-0.965083656567917,524.943115016039,199.977777485637
"206","Caprimulgus europaeus","Birds_Atlas_Czechia",-0.46522402238835,19392.4103986377,12178.3252225128
"207","Caprimulgus europaeus","Birds_atlas_EBBA",0.0965440037652606,4371080.6375005,4814124.82098918
"208","Caprimulgus indicus","Birds_atlas_Japan",0.784096647481855,7346.38867309904,16091.7304432372
"209","Caprimulgus ruficollis","Birds_atlas_EBBA",0.239744083341105,340274.113091292,432462.488625574
"210","Caprimulgus vociferus","Birds_Atlas_New_York",-0.854408285409803,14107.0959821131,6003.06184474914
"211","Cardinalis cardinalis","Birds_Atlas_New_York",0.0854841641625507,89386.1291291957,97363.3327356512
"212","Carduelis cannabina","Birds_Atlas_Czechia",0.0404487346223047,77264.4168536936,80453.7317989868
"213","Carduelis carduelis","Birds_Atlas_Czechia",0.00805315823939175,82574.9219459483,83242.5956917449
"214","Carduelis carduelis","Birds_atlas_EBBA",0.0830617460615856,5799453.81780165,6301738.1352845
"215","Carduelis chloris","Birds_Atlas_Czechia",0.00159669935500102,83773.6403648837,83907.5085275841
"216","Carduelis citrinella","Birds_atlas_EBBA",0.035433803275024,357000.237382833,369876.900893107
"217","Carduelis flammea","Birds_Atlas_Czechia",0.114172235965515,33131.8193224706,37138.9530195322
"218","Carduelis spinus","Birds_Atlas_Czechia",0.0276345927216909,61436.4825205458,63157.9309055104
"219","Carduelis spinus","Birds_atlas_Japan",-0.408932796287721,9050.58632925626,6012.83738080144
"220","Carpodacus erythrinus","Birds_Atlas_Czechia",0.194561706291349,13625.802150573,16552.3306808308
"221","Carpodacus erythrinus","Birds_atlas_EBBA",0.186054402427781,2087614.41529617,2514506.06438158
"222","Carpodacus mexicanus","Birds_Atlas_New_York",0.174879088885496,71793.4841254413,85513.3761991236
"223","Carpodacus purpureus","Birds_Atlas_New_York",0.0041419593503137,78700.2377693846,79026.8869719502
"224","Catharacta skua","Birds_atlas_EBBA",0.194153512202864,205887.171476883,250005.225505691
"225","Cathartes aura","Birds_Atlas_New_York",0.536050809708516,53662.4424519755,91722.1749695098
"226","Catharus bicknelli","Birds_Atlas_New_York",0.379476296228938,975.652018528527,1425.93394878191
"227","Catharus fuscescens","Birds_Atlas_New_York",-0.0266543332385371,106660.742162497,103855.325543348
"228","Catharus guttatus","Birds_Atlas_New_York",0.265929254226996,52204.3308820613,68108.0021934121
"229","Catharus ustulatus","Birds_Atlas_New_York",-0.182073729584369,17586.813597527,14659.3105238228
"230","Cecropis daurica","Birds_atlas_EBBA",0.469905545189853,899928.145815864,1439743.81046728
"231","Cepphus carbo","Birds_atlas_Japan",0.684991893658521,376.937456463486,747.751848334885
"232","Cepphus grylle","Birds_atlas_EBBA",-0.0302729243615998,940174.453557217,912139.120249259
"233","Cercotrichas galactotes","Birds_atlas_EBBA",-0.756123530406418,329471.528125939,154681.228741667
"234","Cerorhinca monocerata","Birds_atlas_Japan",-1.10962657408474,1121.62722384019,369.780362393539
