original_verbatim_name,name_in_data,wordCount,cellID,submitted_name,Birds of the World,eBird/Clements,American Ornithological Society,GBIF,BirdLife
Sitta whiteheadi,Sitta whiteheadi,2,NA,Sitta whiteheadi,Sitta whiteheadi,NA,Sitta whiteheadi,Sitta whiteheadi,Sitta whiteheadi
Somateria mollissima,Somateria mollissima,2,NA,Somateria mollissima,Somateria mollissima,Somateria mollissima,Somateria mollissima,Somateria mollissima,Somateria mollissima
Somateria spectabilis,Somateria spectabilis,2,NA,Somateria spectabilis,Somateria spectabilis,Somateria spectabilis,Somateria spectabilis,Somateria spectabilis,Somateria spectabilis
Spatula clypeata,Spatula clypeata,2,NA,Spatula clypeata,Spatula clypeata,Spatula clypeata,Spatula clypeata,NA,Spatula clypeata
Spatula cyanoptera,Spatula cyanoptera,2,NA,Spatula cyanoptera,Spatula cyanoptera,Spatula cyanoptera,Spatula cyanoptera,NA,Spatula cyanoptera
Spatula discors,Spatula discors,2,NA,Spatula discors,Spatula discors,Spatula discors,Spatula discors,NA,Spatula discors
Spatula querquedula,Spatula querquedula,2,NA,Spatula querquedula,Spatula querquedula,Spatula querquedula,Spatula querquedula,NA,Spatula querquedula
Spilopelia senegalensis,Spilopelia senegalensis,2,NA,Spilopelia senegalensis,NA,NA,Spilopelia senegalensis,Spilopelia senegalensis,Spilopelia senegalensis
Spinus spinus,Spinus spinus,2,NA,Spinus spinus,Spinus spinus,Spinus spinus,Spinus spinus,NA,NA
Stercorarius longicaudus,Stercorarius longicaudus,2,NA,Stercorarius longicaudus,Stercorarius longicaudus,Stercorarius longicaudus,Stercorarius longicaudus,Stercorarius longicaudus,Stercorarius longicaudus
Stercorarius parasiticus,Stercorarius parasiticus,2,NA,Stercorarius parasiticus,Stercorarius parasiticus,Stercorarius parasiticus,Stercorarius parasiticus,Stercorarius parasiticus,Stercorarius parasiticus
Stercorarius pomarinus,Stercorarius pomarinus,2,NA,Stercorarius pomarinus,Stercorarius pomarinus,Stercorarius pomarinus,Stercorarius pomarinus,Stercorarius pomarinus,Stercorarius pomarinus
Sterna dougallii,Sterna dougallii,2,NA,Sterna dougallii,Sterna dougallii,Sterna dougallii,Sterna dougallii,Sterna dougallii,Sterna dougallii
Sterna hirundo,Sterna hirundo,2,NA,Sterna hirundo,Sterna hirundo,Sterna hirundo,Sterna hirundo,Sterna hirundo,Sterna hirundo
Sterna paradisaea,Sterna paradisaea,2,NA,Sterna paradisaea,Sterna paradisaea,Sterna paradisaea,Sterna paradisaea,Sterna paradisaea,Sterna paradisaea
Sternula albifrons,Sternula albifrons,2,NA,Sternula albifrons,Sternula albifrons,Sternula albifrons,Sternula albifrons,Sternula albifrons,Sternula albifrons
Streptopelia decaocto,Streptopelia decaocto,2,NA,Streptopelia decaocto,Streptopelia decaocto,Streptopelia decaocto,Streptopelia decaocto,Streptopelia decaocto,Streptopelia decaocto
Streptopelia orientalis,Streptopelia orientalis,2,NA,Streptopelia orientalis,Streptopelia orientalis,Streptopelia orientalis,Streptopelia orientalis,Streptopelia orientalis,Streptopelia orientalis
Streptopelia roseogrisea,Streptopelia roseogrisea,2,NA,Streptopelia roseogrisea,Streptopelia roseogrisea,Streptopelia roseogrisea,Streptopelia roseogrisea,NA,Streptopelia roseogrisea
Streptopelia turtur,Streptopelia turtur,2,NA,Streptopelia turtur,Streptopelia turtur,Streptopelia turtur,Streptopelia turtur,Streptopelia turtur,Streptopelia turtur
Strix aluco,Strix aluco,2,NA,Strix aluco,Strix aluco,NA,Strix aluco,Strix aluco,Strix aluco
Strix nebulosa,Strix nebulosa,2,NA,Strix nebulosa,Strix nebulosa,Strix nebulosa,Strix nebulosa,Strix nebulosa,Strix nebulosa
Strix uralensis,Strix uralensis,2,NA,Strix uralensis,Strix uralensis,NA,Strix uralensis,Strix uralensis,Strix uralensis
Sturnus unicolor,Sturnus unicolor,2,NA,Sturnus unicolor,Sturnus unicolor,NA,Sturnus unicolor,Sturnus unicolor,Sturnus unicolor
Sturnus vulgaris,Sturnus vulgaris,2,NA,Sturnus vulgaris,Sturnus vulgaris,Sturnus vulgaris,Sturnus vulgaris,Sturnus vulgaris,Sturnus vulgaris
Surnia ulula,Surnia ulula,2,NA,Surnia ulula,Surnia ulula,Surnia ulula,Surnia ulula,Surnia ulula,Surnia ulula
Sylvia atricapilla,Sylvia atricapilla,2,NA,Sylvia atricapilla,Sylvia atricapilla,Sylvia atricapilla,Sylvia atricapilla,Sylvia atricapilla,Sylvia atricapilla
Sylvia balearica,Sylvia balearica,2,NA,Sylvia balearica,NA,NA,Sylvia balearica,Sylvia balearica,Sylvia balearica
Sylvia borin,Sylvia borin,2,NA,Sylvia borin,Sylvia borin,NA,Sylvia borin,Sylvia borin,Sylvia borin
Sylvia cantillans,Sylvia cantillans,2,NA,Sylvia cantillans,NA,NA,Sylvia cantillans,Sylvia cantillans,Sylvia cantillans
Sylvia communis,Sylvia communis,2,NA,Sylvia communis,NA,NA,Sylvia communis,Sylvia communis,Sylvia communis
Sylvia conspicillata,Sylvia conspicillata,2,NA,Sylvia conspicillata,NA,NA,Sylvia conspicillata,Sylvia conspicillata,Sylvia conspicillata
Sylvia crassirostris,Sylvia crassirostris,2,NA,Sylvia crassirostris,NA,NA,Sylvia crassirostris,Sylvia crassirostris,Sylvia crassirostris
Sylvia curruca,Sylvia curruca,2,NA,Sylvia curruca,NA,Sylvia curruca,Sylvia curruca,Sylvia curruca,Sylvia curruca
Sylvia hortensis,Sylvia hortensis,2,NA,Sylvia hortensis,NA,NA,Sylvia hortensis,Sylvia hortensis,Sylvia hortensis
Sylvia melanocephala,Sylvia melanocephala,2,NA,Sylvia melanocephala,NA,NA,Sylvia melanocephala,Sylvia melanocephala,Sylvia melanocephala
Sylvia melanothorax,Sylvia melanothorax,2,NA,Sylvia melanothorax,NA,NA,Sylvia melanothorax,Sylvia melanothorax,Sylvia melanothorax
Sylvia mystacea,Sylvia mystacea,2,NA,Sylvia mystacea,NA,NA,Sylvia mystacea,Sylvia mystacea,Sylvia mystacea
Sylvia nana,Sylvia nana,2,NA,Sylvia nana,NA,NA,Sylvia nana,Sylvia nana,Sylvia nana
Sylvia nisoria,Sylvia nisoria,2,NA,Sylvia nisoria,NA,NA,Sylvia nisoria,Sylvia nisoria,Sylvia nisoria
Sylvia ruppeli,Sylvia ruppeli,2,NA,Sylvia ruppeli,NA,NA,Sylvia ruppeli,Sylvia ruppeli,NA
Sylvia sarda,Sylvia sarda,2,NA,Sylvia sarda,NA,NA,Sylvia sarda,Sylvia sarda,Sylvia sarda
Sylvia subalpina,Sylvia subalpina,2,NA,Sylvia subalpina,NA,NA,Sylvia subalpina,NA,NA
Sylvia undata,Sylvia undata,2,NA,Sylvia undata,NA,NA,Sylvia undata,Sylvia undata,Sylvia undata
Syrmaticus reevesii,Syrmaticus reevesii,2,NA,Syrmaticus reevesii,Syrmaticus reevesii,NA,Syrmaticus reevesii,Syrmaticus reevesii,Syrmaticus reevesii
Tachybaptus ruficollis,Tachybaptus ruficollis,2,NA,Tachybaptus ruficollis,Tachybaptus ruficollis,NA,Tachybaptus ruficollis,Tachybaptus ruficollis,Tachybaptus ruficollis
Tachymarptis melba,Tachymarptis melba,2,NA,Tachymarptis melba,NA,NA,Tachymarptis melba,Tachymarptis melba,Tachymarptis melba
Tadorna ferruginea,Tadorna ferruginea,2,NA,Tadorna ferruginea,Tadorna ferruginea,Tadorna ferruginea,Tadorna ferruginea,Tadorna ferruginea,Tadorna ferruginea
Tadorna tadorna,Tadorna tadorna,2,NA,Tadorna tadorna,Tadorna tadorna,Tadorna tadorna,Tadorna tadorna,Tadorna tadorna,Tadorna tadorna
Taeniopygia castanotis,Taeniopygia castanotis,2,NA,Taeniopygia castanotis,NA,NA,Taeniopygia castanotis,NA,NA
Tarsiger cyanurus,Tarsiger cyanurus,2,NA,Tarsiger cyanurus,Tarsiger cyanurus,Tarsiger cyanurus,Tarsiger cyanurus,Tarsiger cyanurus,Tarsiger cyanurus
Tetrao urogallus,Tetrao urogallus,2,NA,Tetrao urogallus,Tetrao urogallus,NA,Tetrao urogallus,Tetrao urogallus,Tetrao urogallus
Tetraogallus caspius,Tetraogallus caspius,2,NA,Tetraogallus caspius,Tetraogallus caspius,NA,Tetraogallus caspius,Tetraogallus caspius,Tetraogallus caspius
Tetraogallus caucasicus,Tetraogallus caucasicus,2,NA,Tetraogallus caucasicus,Tetraogallus caucasicus,NA,Tetraogallus caucasicus,Tetraogallus caucasicus,Tetraogallus caucasicus
Tetrax tetrax,Tetrax tetrax,2,NA,Tetrax tetrax,Tetrax tetrax,NA,Tetrax tetrax,Tetrax tetrax,Tetrax tetrax
Thalasseus bengalensis,Thalasseus bengalensis,2,NA,Thalasseus bengalensis,Thalasseus bengalensis,NA,Thalasseus bengalensis,Thalasseus bengalensis,Thalasseus bengalensis
Thalasseus elegans,Thalasseus elegans,2,NA,Thalasseus elegans,Thalasseus elegans,Thalasseus elegans,Thalasseus elegans,Thalasseus elegans,Thalasseus elegans
Thalasseus sandvicensis,Thalasseus sandvicensis,2,NA,Thalasseus sandvicensis,Thalasseus sandvicensis,Thalasseus sandvicensis,Thalasseus sandvicensis,Thalasseus sandvicensis,Thalasseus sandvicensis
Threskiornis aethiopicus,Threskiornis aethiopicus,2,NA,Threskiornis aethiopicus,Threskiornis aethiopicus,NA,Threskiornis aethiopicus,Threskiornis aethiopicus,Threskiornis aethiopicus
Tichodroma muraria,Tichodroma muraria,2,NA,Tichodroma muraria,Tichodroma muraria,NA,Tichodroma muraria,Tichodroma muraria,Tichodroma muraria
Tringa erythropus,Tringa erythropus,2,NA,Tringa erythropus,Tringa erythropus,Tringa erythropus,Tringa erythropus,Tringa erythropus,Tringa erythropus
Tringa glareola,Tringa glareola,2,NA,Tringa glareola,Tringa glareola,Tringa glareola,Tringa glareola,Tringa glareola,Tringa glareola
Tringa nebularia,Tringa nebularia,2,NA,Tringa nebularia,Tringa nebularia,Tringa nebularia,Tringa nebularia,Tringa nebularia,Tringa nebularia
Tringa ochropus,Tringa ochropus,2,NA,Tringa ochropus,Tringa ochropus,Tringa ochropus,Tringa ochropus,Tringa ochropus,Tringa ochropus
Tringa stagnatilis,Tringa stagnatilis,2,NA,Tringa stagnatilis,Tringa stagnatilis,Tringa stagnatilis,Tringa stagnatilis,Tringa stagnatilis,Tringa stagnatilis
Tringa totanus,Tringa totanus,2,NA,Tringa totanus,Tringa totanus,Tringa totanus,Tringa totanus,Tringa totanus,Tringa totanus
Troglodytes troglodytes,Troglodytes troglodytes,2,NA,Troglodytes troglodytes,Troglodytes troglodytes,NA,Troglodytes troglodytes,Troglodytes troglodytes,Troglodytes troglodytes
Turdus atrogularis,Turdus atrogularis,2,NA,Turdus atrogularis,Turdus atrogularis,NA,Turdus atrogularis,Turdus atrogularis,Turdus atrogularis
Turdus iliacus,Turdus iliacus,2,NA,Turdus iliacus,Turdus iliacus,Turdus iliacus,Turdus iliacus,Turdus iliacus,Turdus iliacus
Turdus merula,Turdus merula,2,NA,Turdus merula,Turdus merula,Turdus merula,Turdus merula,Turdus merula,Turdus merula
Turdus philomelos,Turdus philomelos,2,NA,Turdus philomelos,Turdus philomelos,Turdus philomelos,Turdus philomelos,Turdus philomelos,Turdus philomelos
Turdus pilaris,Turdus pilaris,2,NA,Turdus pilaris,Turdus pilaris,Turdus pilaris,Turdus pilaris,Turdus pilaris,Turdus pilaris
Turdus torquatus,Turdus torquatus,2,NA,Turdus torquatus,Turdus torquatus,NA,Turdus torquatus,Turdus torquatus,Turdus torquatus
Turdus viscivorus,Turdus viscivorus,2,NA,Turdus viscivorus,Turdus viscivorus,Turdus viscivorus,Turdus viscivorus,Turdus viscivorus,Turdus viscivorus
Turnix sylvaticus,Turnix sylvaticus,2,NA,Turnix sylvaticus,Turnix sylvaticus,NA,Turnix sylvaticus,Turnix sylvaticus,Turnix sylvaticus
Tyto alba,Tyto alba,2,NA,Tyto alba,Tyto alba,Tyto alba,Tyto alba,Tyto alba,Tyto alba
Upupa epops,Upupa epops,2,NA,Upupa epops,Upupa epops,Upupa epops,Upupa epops,Upupa epops,Upupa epops
Uria aalge,Uria aalge,2,NA,Uria aalge,Uria aalge,Uria aalge,Uria aalge,Uria aalge,Uria aalge
Uria lomvia,Uria lomvia,2,NA,Uria lomvia,Uria lomvia,Uria lomvia,Uria lomvia,Uria lomvia,Uria lomvia
Vanellus gregarius,Vanellus gregarius,2,NA,Vanellus gregarius,Vanellus gregarius,NA,Vanellus gregarius,Vanellus gregarius,Vanellus gregarius
Vanellus indicus,Vanellus indicus,2,NA,Vanellus indicus,Vanellus indicus,NA,Vanellus indicus,Vanellus indicus,Vanellus indicus
Vanellus leucurus,Vanellus leucurus,2,NA,Vanellus leucurus,Vanellus leucurus,NA,Vanellus leucurus,Vanellus leucurus,Vanellus leucurus
Vanellus spinosus,Vanellus spinosus,2,NA,Vanellus spinosus,Vanellus spinosus,NA,Vanellus spinosus,Vanellus spinosus,Vanellus spinosus
Vanellus vanellus,Vanellus vanellus,2,NA,Vanellus vanellus,Vanellus vanellus,Vanellus vanellus,Vanellus vanellus,Vanellus vanellus,Vanellus vanellus
Vidua macroura,Vidua macroura,2,NA,Vidua macroura,Vidua macroura,Vidua macroura,Vidua macroura,Vidua macroura,Vidua macroura
Xema sabini,Xema sabini,2,NA,Xema sabini,Xema sabini,Xema sabini,Xema sabini,Xema sabini,Xema sabini
Xenus cinereus,Xenus cinereus,2,NA,Xenus cinereus,Xenus cinereus,Xenus cinereus,Xenus cinereus,Xenus cinereus,Xenus cinereus
Zapornia parva,Zapornia parva,2,NA,Zapornia parva,Zapornia parva,NA,Zapornia parva,NA,Zapornia parva
Zapornia pusilla,Zapornia pusilla,2,NA,Zapornia pusilla,Zapornia pusilla,NA,Zapornia pusilla,NA,Zapornia pusilla
Zoothera aurea,Zoothera aurea,2,NA,Zoothera aurea,Zoothera aurea,Zoothera aurea,Zoothera aurea,Zoothera aurea,Zoothera aurea
