FP;sp_name
10.44767499;Parus palustris
10.44767499;Parus major
11.92765526;Remiz pendulinus
2.893928009;Pycnonotus sinensis
5.692678333;Aegithalos caudatus
6.351379894;Phylloscopus sibilatrix
4.368312031;Phylloscopus bonelli
4.368312031;Phylloscopus orientalis
3.033388433;Phylloscopus inornatus
3.033388433;Phylloscopus ibericus
5.570487957;Phylloscopus trochilus
3.335162413;Phylloscopus sindianus
3.68315962;Phylloscopus collybita
5.866602884;Phylloscopus ijimae
5.866602884;Phylloscopus coronatus
5.492908557;Phylloscopus borealis
3.6907857;Phylloscopus borealoides
5.079917934;Phylloscopus nitidus
5.079917934;Phylloscopus trochiloides
3.182009171;Cettia diphone
4.880189392;Urosphena squameiceps
5.270620338;Cettia cetti
0.898491478;Zosterops japonicus
4.726775057;Leiothrix lutea
3.393119271;Garrulax canorus
8.647018621;Sylvia atricapilla
7.689049645;Sylvia borin
4.629085161;Sylvia curruca
4.213469443;Sylvia hortensis
7.69942983;Sylvia nisoria
4.036528741;Sylvia sarda
3.60838752;Sylvia undata
5.695234726;Sylvia conspicillata
5.876430207;Sylvia communis
4.630032392;Sylvia cantillans
3.969604037;Sylvia mystacea
3.969604037;Sylvia melanocephala
2.908503037;Cisticola juncidis
7.796350687;Locustella pryeri
7.796350687;Acrocephalus palustris
9.697305485;Locustella fasciolata
3.571590273;Locustella pleskei
3.571590273;Locustella ochotensis
4.840116293;Locustella lanceolata
4.204066435;Locustella luscinioides
6.104399495;Locustella fluviatilis
4.52453761;Locustella naevia
6.154168465;Acrocephalus melanopogon
5.419111955;Acrocephalus schoenobaenus
7.59911726;Acrocephalus bistrigiceps
7.59911726;Acrocephalus paludicola
5.587008866;Acrocephalus agricola
3.621974646;Acrocephalus scirpaceus
3.288273539;Acrocephalus dumetorum
2.928876215;Acrocephalus arundinaceus
5.204786076;Hippolais olivetorum
6.079503148;Hippolais icterina
6.079503148;Hippolais polyglotta
7.535895209;Tachycineta bicolor
6.436359358;Stelgidopteryx serripennis
4.744554906;Progne subis
9.069156682;Riparia riparia
5.18476633;Hirundo tahitica
2.903281557;Hirundo rustica
5.713158148;Petrochelidon pyrrhonota
4.722574697;Hirundo daurica
9.091067454;Delichon urbicum
7.314430868;Delichon dasypus
25.7333573;Panurus biarmicus
8.481370217;Calandrella brachydactyla
8.011734804;Eremophila alpestris
5.725265472;Melanocorypha calandra
11.33834544;Lullula arborea
4.619415947;Galerida theklae
3.36934178;Galerida cristata
6.190675825;Alauda arvensis
8.587370968;Chersophilus duponti
7.783603607;Certhia familiaris
7.783603607;Certhia americana
9.43652203;Certhia brachydactyla
16.33090876;Tichodroma muraria
4.119664928;Polioptila caerulea
5.435040136;Troglodytes troglodytes
4.820369346;Troglodytes aedon
9.246282525;Cistothorus palustris
6.612120815;Cistothorus platensis
7.550258096;Thryothorus ludovicianus
8.056861962;Sitta neumayer
4.792724312;Sitta krueperi
5.552551743;Sitta whiteheadi
7.969726849;Sitta canadensis
7.108260032;Sitta europaea
16.85258968;Sitta carolinensis
1.517045173;Acridotheres cristatellus
4.224130296;Sturnus unicolor
4.224130296;Sturnus vulgaris
3.039138817;Mimus polyglottos
6.538917009;Toxostoma rufum
7.724208416;Dumetella carolinensis
10.8493826;Cinclus cinclus
11.2182428;Cinclus pallasii
3.841029557;Zoothera dauma
12.81525231;Hylocichla mustelina
8.060562846;Catharus ustulatus
5.212344876;Catharus guttatus
3.44879333;Catharus bicknelli
3.313043681;Catharus fuscescens
15.50489074;Zoothera sibirica
11.83397522;Turdus viscivorus
11.83397522;Turdus philomelos
8.472794814;Turdus merula
4.762968825;Turdus torquatus
5.077227999;Turdus pilaris
2.534647356;Turdus celaenops
2.534647356;Turdus chrysolaus
2.653787021;Turdus pallidus
2.980681118;Turdus cardis
3.662837459;Turdus migratorius
7.286384006;Turdus iliacus
10.74551868;Sialia sialis
9.350641973;Tarsiger cyanurus
10.4719165;Cyanoptila cyanomelana
6.873925794;Muscicapa striata
5.767667919;Muscicapa sibirica
3.242752484;Muscicapa dauurica
6.041698891;Luscinia cyane
16.63111549;Erithacus rubecula
12.73103978;Luscinia svecica
8.866877043;Luscinia megarhynchos
8.866877043;Luscinia luscinia
6.641858089;Phoenicurus auroreus
6.641858089;Phoenicurus ochruros
7.340289746;Phoenicurus phoenicurus
9.240924671;Saxicola rubetra
5.458750174;Saxicola torquatus
7.177913969;Oenanthe deserti
3.223406872;Oenanthe pleschanka
3.223406872;Oenanthe hispanica
3.415023346;Oenanthe isabellina
5.701454383;Oenanthe oenanthe
4.17569757;Oenanthe leucura
2.718443997;Oenanthe finschii
5.6839929;Monticola solitarius
5.6839929;Monticola saxatilis
10.9250873;Luscinia calliope
7.549580658;Ficedula narcissina
3.968476748;Ficedula parva
5.017329519;Ficedula hypoleuca
5.017329519;Ficedula albicollis
5.20623975;Ficedula semitorquata
19.96861894;Bombycilla cedrorum
17.18786776;Bombycilla garrulus
20.65578859;Regulus regulus
20.65578859;Regulus calendula
28.49369724;Regulus madeirensis
28.49369724;Regulus ignicapilla
36.44858178;Regulus satrapa
4.946377143;Prunella modularis
4.946377143;Prunella collaris
7.727735971;Prunella montanella
7.841196501;Prunella atrogularis
6.63783741;Prunella rubida
4.242410767;Estrilda astrild
3.044777994;Estrilda melpoda
4.197774029;Lonchura punctulata
11.89522241;Amandava amandava
4.124488088;Anthus berthelotii
3.301677058;Anthus campestris
4.355030408;Anthus pratensis
3.745107471;Anthus spinoletta
3.745107471;Anthus petrosus
4.894661582;Anthus cervinus
7.820568499;Anthus trivialis
9.086613534;Anthus hodgsoni
4.442684808;Motacilla flava
4.442684808;Motacilla citreola
5.121962031;Motacilla alba
4.943963044;Motacilla grandis
4.842776849;Motacilla cinerea
10.53342673;Eophona personata
11.58290811;Coccothraustes vespertinus
14.10458607;Coccothraustes coccothraustes
6.27344144;Pinicola enucleator
5.766240668;Pyrrhula pyrrhula
4.715595644;Pyrrhula murina
12.08302681;Bucanetes githagineus
15.26125855;Uragus sibiricus
7.692570547;Carpodacus purpureus
4.3924522;Carpodacus erythrinus
6.50573451;Carpodacus mexicanus
9.648462002;Carpodacus rubicilla
4.897129488;Carduelis cannabina
3.81179361;Carduelis spinus
6.271956884;Serinus serinus
4.276472917;Serinus pusillus
7.986758814;Serinus canaria
8.507259967;Carduelis citrinella
8.507259967;Carduelis carduelis
4.804539367;Carduelis corsicana
2.833447719;Loxia leucoptera
2.537402004;Loxia scotica
2.481649616;Loxia pytyopsittacus
2.481649616;Loxia curvirostra
4.380342787;Carduelis flammea
5.677230319;Carduelis chloris
14.52846834;Fringilla coelebs
15.99322846;Fringilla montifringilla
17.95398882;Calcarius lapponicus
11.41041003;Plectrophenax nivalis
9.433622051;Piranga rubra
6.553658977;Piranga olivacea
8.10451425;Cardinalis cardinalis
13.56853608;Spiza americana
6.775803182;Passerina caerulea
9.225911346;Passerina cyanea
6.41465877;Pheucticus ludovicianus
5.01851448;Agelaius phoeniceus
2.068942189;Molothrus ater
4.291103233;Euphagus carolinus
2.018632295;Quiscalus major
3.1015982;Quiscalus quiscula
1.650563764;Icterus galbula
3.470079162;Icterus spurius
5.516080474;Sturnella magna
5.516080474;Sturnella neglecta
11.11127089;Dolichonyx oryzivorus
7.033229004;Emberiza melanocephala
7.033229004;Emberiza bruniceps
8.777250047;Miliaria calandra
3.734795179;Emberiza cia
3.550393113;Emberiza cioides
3.90291326;Emberiza hortulana
3.90291326;Emberiza caesia
3.199844464;Emberiza citrinella
5.41834198;Emberiza cirlus
4.230953741;Emberiza sulphurata
3.870527509;Emberiza pusilla
3.870527509;Emberiza fucata
4.185762236;Emberiza aureola
4.185762236;Emberiza spodocephala
3.265994319;Emberiza variabilis
6.12414674;Emberiza rustica
5.262952337;Emberiza pallasi
4.227087837;Emberiza schoeniclus
6.206683079;Emberiza yessoensis
3.706480991;Emberiza cineracea
2.765299637;Junco hyemalis
3.002653861;Zonotrichia albicollis
2.79787218;Melospiza lincolnii
2.79787218;Melospiza georgiana
3.049206825;Melospiza melodia
5.04197158;Ammodramus henslowii
6.04758674;Passerculus sandwichensis
3.907826577;Ammodramus maritimus
3.058938416;Ammodramus caudacutus
5.931131547;Pooecetes gramineus
2.287179634;Pipilo erythrophthalmus
3.836538931;Spizella pallida
3.836538931;Spizella passerina
3.743777962;Spizella pusilla
5.246245318;Ammodramus savannarum
15.45426661;Icteria virens
11.22755233;Seiurus aurocapilla
2.398440629;Vermivora ruficapilla
4.836831705;Vermivora peregrina
4.697972409;Vermivora chrysoptera
4.697972409;Vermivora pinus
7.905582519;Protonotaria citrea
4.48952456;Oporornis formosus
2.883018678;Oporornis philadelphia
1.537196933;Geothlypis trichas
8.378736283;Mniotilta varia
5.624955149;Seiurus motacilla
5.624955149;Seiurus noveboracensis
6.632673534;Wilsonia citrina
6.343882582;Dendroica magnolia
5.585761218;Setophaga ruticilla
5.007187407;Dendroica palmarum
4.180878388;Dendroica coronata
3.314442212;Dendroica pinus
2.405423745;Dendroica dominica
2.906438594;Dendroica discolor
1.522028457;Dendroica virens
3.504876612;Dendroica caerulescens
5.408057738;Dendroica tigrina
5.187212134;Dendroica cerulea
4.383659981;Dendroica fusca
3.358403893;Dendroica striata
3.358403893;Dendroica castanea
3.482527279;Dendroica pensylvanica
3.482527279;Dendroica petechia
3.31064899;Parula americana
5.058837658;Wilsonia pusilla
5.058837658;Wilsonia canadensis
9.755825763;Helmitheros vermivorum
7.617613118;Petronia petronia
7.316002932;Montifringilla nivalis
5.009717918;Passer rutilans
4.95429472;Passer domesticus
5.123549723;Passer hispaniolensis
5.722524543;Passer montanus
16.08079155;Tyto alba
17.37199312;Athene noctua
8.453255502;Glaucidium passerinum
25.17951554;Surnia ulula
20.38760121;Aegolius funereus
12.95348322;Aegolius acadicus
8.732272489;Asio otus
12.68990222;Asio flammeus
7.306762587;Strix varia
5.648615198;Strix uralensis
6.88979225;Strix aluco
8.957641816;Strix nebulosa
5.509088584;Bubo bubo
7.333837421;Bubo virginianus
7.80407852;Megascops asio
6.698122266;Otus scops
6.857761125;Otus elegans
6.0246944;Otus sunia
4.264743653;Otus lempiji
12.10332967;Ninox scutulata
31.90755493;Cathartes aura
18.45459503;Elanus caeruleus
12.80227888;Pernis apivorus
23.39060518;Gypaetus barbatus
23.39060518;Neophron percnopterus
11.3056846;Circaetus gallicus
7.648552996;Spilornis cheela
8.635709147;Aegypius monachus
4.05564105;Gyps fulvus
6.505581815;Nisaetus nipalensis
7.708963969;Aquila chrysaetos
4.283413796;Aquila adalberti
4.283413796;Aquila heliaca
5.254307529;Aquila nipalensis
4.634044591;Hieraaetus pennatus
4.387802794;Aquila pomarina
7.899107964;Accipiter cooperii
6.994201509;Accipiter gentilis
3.543891365;Circus pygargus
3.613146268;Circus aeruginosus
5.217543941;Circus spilonotus
5.149630877;Circus cyaneus
6.595846106;Circus macrourus
4.526556686;Accipiter nisus
4.595641909;Accipiter striatus
5.595168601;Accipiter brevipes
5.723378616;Accipiter gularis
8.195093809;Milvus milvus
8.195093809;Milvus migrans
6.551900422;Haliaeetus albicilla
6.551900422;Haliaeetus leucocephalus
8.122549535;Butastur indicus
3.775778832;Buteo lineatus
1.820129184;Buteo rufinus
1.581004929;Buteo buteo
2.566310513;Buteo lagopus
4.096847022;Buteo jamaicensis
4.811836189;Buteo platypterus
51.1403886;Pandion haliaetus
26.18679647;Upupa epops
5.792417321;Merops persicus
7.77378044;Merops apiaster
8.96075333;Coracias garrulus
14.19163569;Eurystomus orientalis
8.298050794;Alcedo atthis
7.967158854;Halcyon coromanda
14.57359365;Megaceryle alcyon
17.27310438;Megaceryle lugubris
7.689214181;Picus awokera
4.787992645;Picus viridis
3.18119647;Picus canus
5.588869569;Colaptes auratus
5.090055245;Dryocopus martius
4.729295869;Dryocopus pileatus
2.902194197;Dendrocopos kizuki
4.971552494;Picoides tridactylus
4.971552494;Picoides dorsalis
4.216175563;Picoides arcticus
4.46614413;Dendrocopos noguchii
4.46614413;Dendrocopos leucotos
4.340308523;Dendrocopos major
4.340308523;Dendrocopos syriacus
4.055647871;Picoides villosus
5.91908888;Dendrocopos minor
3.983904425;Picoides pubescens
9.09061547;Dendrocopos medius
4.92091164;Sphyrapicus varius
4.616242118;Melanerpes carolinus
5.463853012;Melanerpes erythrocephalus
15.92146052;Jynx torquilla
9.234450926;Caprimulgus indicus
4.868324781;Caprimulgus europaeus
14.58141394;Chordeiles minor
7.424962861;Caprimulgus carolinensis
11.39023163;Caprimulgus vociferus
24.08246656;Caprimulgus ruficollis
3.371993016;Archilochus colubris
5.710946851;Tachymarptis melba
8.471424657;Apus apus
4.454982372;Apus pallidus
4.01404971;Apus nipalensis
11.60692069;Apus pacificus
11.51065909;Apus caffer
9.276142915;Apus unicolor
12.18717387;Hirundapus caudacutus
11.02387732;Chaetura pelagica
