sp_atlas;sp_atlas adapted1;Family_BL;Order_BL;Hand-Wing.Index_BL;Mass_BL;Habitat_BL;Habitat.Density_BL;Migration_BL;Trophic.Level_BL;Trophic.Niche_BL;Primary.Lifestyle_BL;Range.Size_BL;sp_atlas adapted2;Family_BT;Order_BT;Hand-Wing.Index_BT;Mass_BT;Habitat_BT;Habitat.Density_BT;Migration_BT;Trophic.Level_BT;Trophic.Niche_BT;Primary.Lifestyle_BT;Range.Size_BT
Accipiter gentilis;Accipiter gentilis;Accipitridae;Accipitriformes;36.3;866.04;Forest;1;2;Carnivore;Vertivore;Generalist;31775270.74;Accipiter gentilis;Accipitridae;Accipitriformes;36.3;866.04;Forest;1;2;Carnivore;Vertivore;Generalist;31775270.74
Accipiter gentilis;Accipiter gentilis;Accipitridae;Accipitriformes;36.3;866.04;Forest;1;2;Carnivore;Vertivore;Generalist;31775270.74;Accipiter gentilis;Accipitridae;Accipitriformes;36.3;866.04;Forest;1;2;Carnivore;Vertivore;Generalist;31775270.74
Accipiter gentilis;Accipiter gentilis;Accipitridae;Accipitriformes;36.3;866.04;Forest;1;2;Carnivore;Vertivore;Generalist;31775270.74;Accipiter gentilis;Accipitridae;Accipitriformes;36.3;866.04;Forest;1;2;Carnivore;Vertivore;Generalist;31775270.74
Accipiter nisus;Accipiter nisus;Accipitridae;Accipitriformes;35.5;220.79;Forest;1;2;Carnivore;Vertivore;Insessorial;23601609.31;Accipiter nisus;Accipitridae;Accipitriformes;35.5;220.79;Forest;1;2;Carnivore;Vertivore;Insessorial;23601609.31
Accipiter nisus;Accipiter nisus;Accipitridae;Accipitriformes;35.5;220.79;Forest;1;2;Carnivore;Vertivore;Insessorial;23601609.31;Accipiter nisus;Accipitridae;Accipitriformes;35.5;220.79;Forest;1;2;Carnivore;Vertivore;Insessorial;23601609.31
Accipiter nisus;Accipiter nisus;Accipitridae;Accipitriformes;35.5;220.79;Forest;1;2;Carnivore;Vertivore;Insessorial;23601609.31;Accipiter nisus;Accipitridae;Accipitriformes;35.5;220.79;Forest;1;2;Carnivore;Vertivore;Insessorial;23601609.31
Acrocephalus arundinaceus;Acrocephalus arundinaceus;Acrocephalidae;Passeriformes;28.6;30;Wetland;3;3;Carnivore;Invertivore;Insessorial;9336953.31;Acrocephalus arundinaceus;Sylviidae;Passeriformes;26.8;30;Wetland;3;3;Carnivore;Invertivore;Insessorial;14642510.44
Acrocephalus arundinaceus;Acrocephalus arundinaceus;Acrocephalidae;Passeriformes;28.6;30;Wetland;3;3;Carnivore;Invertivore;Insessorial;9336953.31;Acrocephalus arundinaceus;Sylviidae;Passeriformes;26.8;30;Wetland;3;3;Carnivore;Invertivore;Insessorial;14642510.44
Acrocephalus arundinaceus;Acrocephalus arundinaceus;Acrocephalidae;Passeriformes;28.6;30;Wetland;3;3;Carnivore;Invertivore;Insessorial;9336953.31;Acrocephalus arundinaceus;Sylviidae;Passeriformes;26.8;30;Wetland;3;3;Carnivore;Invertivore;Insessorial;14642510.44
Acrocephalus palustris;Acrocephalus palustris;Acrocephalidae;Passeriformes;27.9;11.5;Shrubland;3;3;Carnivore;Invertivore;Insessorial;5996672.74;Acrocephalus palustris;Sylviidae;Passeriformes;27.9;11.5;Shrubland;2;3;Carnivore;Invertivore;Insessorial;5996672.74
Acrocephalus palustris;Acrocephalus palustris;Acrocephalidae;Passeriformes;27.9;11.5;Shrubland;3;3;Carnivore;Invertivore;Insessorial;5996672.74;Acrocephalus palustris;Sylviidae;Passeriformes;27.9;11.5;Shrubland;2;3;Carnivore;Invertivore;Insessorial;5996672.74
Acrocephalus palustris;Acrocephalus palustris;Acrocephalidae;Passeriformes;27.9;11.5;Shrubland;3;3;Carnivore;Invertivore;Insessorial;5996672.74;Acrocephalus palustris;Sylviidae;Passeriformes;27.9;11.5;Shrubland;2;3;Carnivore;Invertivore;Insessorial;5996672.74
Acrocephalus scirpaceus;Acrocephalus scirpaceus;Acrocephalidae;Passeriformes;24.3;12.3;Wetland;3;3;Carnivore;Invertivore;Insessorial;15112845.4;Acrocephalus scirpaceus;Sylviidae;Passeriformes;25.8;12.3;Wetland;3;3;Carnivore;Invertivore;Insessorial;NA
Acrocephalus scirpaceus;Acrocephalus scirpaceus;Acrocephalidae;Passeriformes;24.3;12.3;Wetland;3;3;Carnivore;Invertivore;Insessorial;15112845.4;Acrocephalus scirpaceus;Sylviidae;Passeriformes;25.8;12.3;Wetland;3;3;Carnivore;Invertivore;Insessorial;NA
Acrocephalus scirpaceus;Acrocephalus scirpaceus;Acrocephalidae;Passeriformes;24.3;12.3;Wetland;3;3;Carnivore;Invertivore;Insessorial;15112845.4;Acrocephalus scirpaceus;Sylviidae;Passeriformes;25.8;12.3;Wetland;3;3;Carnivore;Invertivore;Insessorial;NA
Acrocephalus scirpaceus;Acrocephalus scirpaceus;Acrocephalidae;Passeriformes;24.3;12.3;Wetland;3;3;Carnivore;Invertivore;Insessorial;15112845.4;Acrocephalus scirpaceus;Sylviidae;Passeriformes;25.8;12.3;Wetland;3;3;Carnivore;Invertivore;Insessorial;NA
Acrocephalus scirpaceus;Acrocephalus scirpaceus;Acrocephalidae;Passeriformes;24.3;12.3;Wetland;3;3;Carnivore;Invertivore;Insessorial;15112845.4;Acrocephalus scirpaceus;Sylviidae;Passeriformes;25.8;12.3;Wetland;3;3;Carnivore;Invertivore;Insessorial;NA
Acrocephalus scirpaceus;Acrocephalus scirpaceus;Acrocephalidae;Passeriformes;24.3;12.3;Wetland;3;3;Carnivore;Invertivore;Insessorial;15112845.4;Acrocephalus scirpaceus;Sylviidae;Passeriformes;25.8;12.3;Wetland;3;3;Carnivore;Invertivore;Insessorial;NA
Aegithalos caudatus;Aegithalos caudatus;Aegithalidae;Passeriformes;22;8.6;Forest;2;1;Carnivore;Invertivore;Insessorial;18247301.19;Aegithalos caudatus;Aegithalidae;Passeriformes;21.6;8.6;Forest;2;1;Carnivore;Invertivore;Insessorial;20041677.81
Aegithalos caudatus;Aegithalos caudatus;Aegithalidae;Passeriformes;22;8.6;Forest;2;1;Carnivore;Invertivore;Insessorial;18247301.19;Aegithalos caudatus;Aegithalidae;Passeriformes;21.6;8.6;Forest;2;1;Carnivore;Invertivore;Insessorial;20041677.81
Aegithalos caudatus;Aegithalos caudatus;Aegithalidae;Passeriformes;22;8.6;Forest;2;1;Carnivore;Invertivore;Insessorial;18247301.19;Aegithalos caudatus;Aegithalidae;Passeriformes;21.6;8.6;Forest;2;1;Carnivore;Invertivore;Insessorial;20041677.81
Aegolius funereus;Aegolius funereus;Strigidae;Strigiformes;31.5;137.18;Forest;1;2;Carnivore;Vertivore;Insessorial;23596074.83;Aegolius funereus;Strigidae;Strigiformes;31.5;137.18;Forest;1;2;Carnivore;Vertivore;Insessorial;23596074.83
Aegolius funereus;Aegolius funereus;Strigidae;Strigiformes;31.5;137.18;Forest;1;2;Carnivore;Vertivore;Insessorial;23596074.83;Aegolius funereus;Strigidae;Strigiformes;31.5;137.18;Forest;1;2;Carnivore;Vertivore;Insessorial;23596074.83
Aegolius funereus;Aegolius funereus;Strigidae;Strigiformes;31.5;137.18;Forest;1;2;Carnivore;Vertivore;Insessorial;23596074.83;Aegolius funereus;Strigidae;Strigiformes;31.5;137.18;Forest;1;2;Carnivore;Vertivore;Insessorial;23596074.83
Alauda arvensis;Alauda arvensis;Alaudidae;Passeriformes;33.6;37.31;Grassland;3;2;Omnivore;Omnivore;Terrestrial;26018285.25;Alauda arvensis;Alaudidae;Passeriformes;34.7;37.31;Grassland;3;2;Omnivore;Omnivore;Terrestrial;33005050.82
Alauda arvensis;Alauda arvensis;Alaudidae;Passeriformes;33.6;37.31;Grassland;3;2;Omnivore;Omnivore;Terrestrial;26018285.25;Alauda arvensis;Alaudidae;Passeriformes;34.7;37.31;Grassland;3;2;Omnivore;Omnivore;Terrestrial;33005050.82
Alauda arvensis;Alauda arvensis;Alaudidae;Passeriformes;33.6;37.31;Grassland;3;2;Omnivore;Omnivore;Terrestrial;26018285.25;Alauda arvensis;Alaudidae;Passeriformes;34.7;37.31;Grassland;3;2;Omnivore;Omnivore;Terrestrial;33005050.82
Alauda arvensis;Alauda arvensis;Alaudidae;Passeriformes;33.6;37.31;Grassland;3;2;Omnivore;Omnivore;Terrestrial;26018285.25;Alauda arvensis;Alaudidae;Passeriformes;34.7;37.31;Grassland;3;2;Omnivore;Omnivore;Terrestrial;33005050.82
Alauda arvensis;Alauda arvensis;Alaudidae;Passeriformes;33.6;37.31;Grassland;3;2;Omnivore;Omnivore;Terrestrial;26018285.25;Alauda arvensis;Alaudidae;Passeriformes;34.7;37.31;Grassland;3;2;Omnivore;Omnivore;Terrestrial;33005050.82
Alauda arvensis;Alauda arvensis;Alaudidae;Passeriformes;33.6;37.31;Grassland;3;2;Omnivore;Omnivore;Terrestrial;26018285.25;Alauda arvensis;Alaudidae;Passeriformes;34.7;37.31;Grassland;3;2;Omnivore;Omnivore;Terrestrial;33005050.82
Alcedo atthis;Alcedo atthis;Alcedinidae;Coraciiformes;26.9;31.09;Riverine;2;1;Carnivore;Aquatic predator;Insessorial;24992154.31;Alcedo atthis;Alcedinidae;Coraciiformes;26.9;31.09;Riverine;2;1;Carnivore;Aquatic predator;Insessorial;24992154.31
Alcedo atthis;Alcedo atthis;Alcedinidae;Coraciiformes;26.9;31.09;Riverine;2;1;Carnivore;Aquatic predator;Insessorial;24992154.31;Alcedo atthis;Alcedinidae;Coraciiformes;26.9;31.09;Riverine;2;1;Carnivore;Aquatic predator;Insessorial;24992154.31
Alcedo atthis;Alcedo atthis;Alcedinidae;Coraciiformes;26.9;31.09;Riverine;2;1;Carnivore;Aquatic predator;Insessorial;24992154.31;Alcedo atthis;Alcedinidae;Coraciiformes;26.9;31.09;Riverine;2;1;Carnivore;Aquatic predator;Insessorial;24992154.31
Anas platyrhynchos;Anas platyrhynchos;Anatidae;Anseriformes;50.7;843.42;Wetland;3;2;Herbivore;Herbivore aquatic;Aquatic;39707247.47;Anas platyrhynchos;Anatidae;Anseriformes;50.7;843.42;Wetland;3;2;Herbivore;Herbivore aquatic;Aquatic;39707247.47
Anas platyrhynchos;Anas platyrhynchos;Anatidae;Anseriformes;50.7;843.42;Wetland;3;2;Herbivore;Herbivore aquatic;Aquatic;39707247.47;Anas platyrhynchos;Anatidae;Anseriformes;50.7;843.42;Wetland;3;2;Herbivore;Herbivore aquatic;Aquatic;39707247.47
Anas platyrhynchos;Anas platyrhynchos;Anatidae;Anseriformes;50.7;843.42;Wetland;3;2;Herbivore;Herbivore aquatic;Aquatic;39707247.47;Anas platyrhynchos;Anatidae;Anseriformes;50.7;843.42;Wetland;3;2;Herbivore;Herbivore aquatic;Aquatic;39707247.47
Anthus pratensis;Anthus pratensis;Motacillidae;Passeriformes;24.3;18.4;Grassland;3;2;Carnivore;Invertivore;Terrestrial;6733599.47;Anthus pratensis;Motacillidae;Passeriformes;24.3;18.4;Grassland;3;2;Carnivore;Invertivore;Terrestrial;6733599.47
Anthus pratensis;Anthus pratensis;Motacillidae;Passeriformes;24.3;18.4;Grassland;3;2;Carnivore;Invertivore;Terrestrial;6733599.47;Anthus pratensis;Motacillidae;Passeriformes;24.3;18.4;Grassland;3;2;Carnivore;Invertivore;Terrestrial;6733599.47
Anthus pratensis;Anthus pratensis;Motacillidae;Passeriformes;24.3;18.4;Grassland;3;2;Carnivore;Invertivore;Terrestrial;6733599.47;Anthus pratensis;Motacillidae;Passeriformes;24.3;18.4;Grassland;3;2;Carnivore;Invertivore;Terrestrial;6733599.47
Anthus trivialis;Anthus trivialis;Motacillidae;Passeriformes;29.3;23.33;Woodland;2;3;Omnivore;Invertivore;Terrestrial;15353264.33;Anthus trivialis;Motacillidae;Passeriformes;29.3;23.33;Woodland;2;3;Omnivore;Invertivore;Terrestrial;15353264.33
Anthus trivialis;Anthus trivialis;Motacillidae;Passeriformes;29.3;23.33;Woodland;2;3;Omnivore;Invertivore;Terrestrial;15353264.33;Anthus trivialis;Motacillidae;Passeriformes;29.3;23.33;Woodland;2;3;Omnivore;Invertivore;Terrestrial;15353264.33
Anthus trivialis;Anthus trivialis;Motacillidae;Passeriformes;29.3;23.33;Woodland;2;3;Omnivore;Invertivore;Terrestrial;15353264.33;Anthus trivialis;Motacillidae;Passeriformes;29.3;23.33;Woodland;2;3;Omnivore;Invertivore;Terrestrial;15353264.33
Apus apus;Apus apus;Apodidae;Caprimulgiformes;71.6;37.6;Human Modified;1;3;Carnivore;Invertivore;Aerial;24779919.71;Apus apus;Apodidae;Apodiformes;71.6;37.6;Human Modified;1;3;Carnivore;Invertivore;Aerial;24779919.71
Apus apus;Apus apus;Apodidae;Caprimulgiformes;71.6;37.6;Human Modified;1;3;Carnivore;Invertivore;Aerial;24779919.71;Apus apus;Apodidae;Apodiformes;71.6;37.6;Human Modified;1;3;Carnivore;Invertivore;Aerial;24779919.71
Apus apus;Apus apus;Apodidae;Caprimulgiformes;71.6;37.6;Human Modified;1;3;Carnivore;Invertivore;Aerial;24779919.71;Apus apus;Apodidae;Apodiformes;71.6;37.6;Human Modified;1;3;Carnivore;Invertivore;Aerial;24779919.71
Ardea cinerea;Ardea cinerea;Ardeidae;Pelecaniformes;34.6;1443;Wetland;3;1;Carnivore;Aquatic predator;Terrestrial;46421646.29;Ardea cinerea;Ardeidae;Pelecaniformes;34.6;1443;Wetland;3;1;Carnivore;Aquatic predator;Terrestrial;46421646.29
Ardea cinerea;Ardea cinerea;Ardeidae;Pelecaniformes;34.6;1443;Wetland;3;1;Carnivore;Aquatic predator;Terrestrial;46421646.29;Ardea cinerea;Ardeidae;Pelecaniformes;34.6;1443;Wetland;3;1;Carnivore;Aquatic predator;Terrestrial;46421646.29
Ardea cinerea;Ardea cinerea;Ardeidae;Pelecaniformes;34.6;1443;Wetland;3;1;Carnivore;Aquatic predator;Terrestrial;46421646.29;Ardea cinerea;Ardeidae;Pelecaniformes;34.6;1443;Wetland;3;1;Carnivore;Aquatic predator;Terrestrial;46421646.29
Asio otus;Asio otus;Strigidae;Strigiformes;41.2;296.57;Forest;2;2;Carnivore;Vertivore;Aerial;27618929.92;Asio otus;Strigidae;Strigiformes;41.2;296.57;Forest;2;2;Carnivore;Vertivore;Aerial;27618929.92
Asio otus;Asio otus;Strigidae;Strigiformes;41.2;296.57;Forest;2;2;Carnivore;Vertivore;Aerial;27618929.92;Asio otus;Strigidae;Strigiformes;41.2;296.57;Forest;2;2;Carnivore;Vertivore;Aerial;27618929.92
Asio otus;Asio otus;Strigidae;Strigiformes;41.2;296.57;Forest;2;2;Carnivore;Vertivore;Aerial;27618929.92;Asio otus;Strigidae;Strigiformes;41.2;296.57;Forest;2;2;Carnivore;Vertivore;Aerial;27618929.92
Athene noctua;Athene noctua;Strigidae;Strigiformes;31.8;168.92;Human Modified;3;1;Carnivore;Omnivore;Insessorial;26742298.73;Athene noctua;Strigidae;Strigiformes;31.8;168.92;Human Modified;3;1;Carnivore;Omnivore;Insessorial;26742298.73
Athene noctua;Athene noctua;Strigidae;Strigiformes;31.8;168.92;Human Modified;3;1;Carnivore;Omnivore;Insessorial;26742298.73;Athene noctua;Strigidae;Strigiformes;31.8;168.92;Human Modified;3;1;Carnivore;Omnivore;Insessorial;26742298.73
Athene noctua;Athene noctua;Strigidae;Strigiformes;31.8;168.92;Human Modified;3;1;Carnivore;Omnivore;Insessorial;26742298.73;Athene noctua;Strigidae;Strigiformes;31.8;168.92;Human Modified;3;1;Carnivore;Omnivore;Insessorial;26742298.73
Aythya ferina;Aythya ferina;Anatidae;Anseriformes;50.1;822.99;Wetland;3;1;Herbivore;Herbivore aquatic;Aquatic;16611109.18;Aythya ferina;Anatidae;Anseriformes;50.1;822.99;Wetland;3;1;Herbivore;Herbivore aquatic;Aquatic;16611109.18
Aythya ferina;Aythya ferina;Anatidae;Anseriformes;50.1;822.99;Wetland;3;1;Herbivore;Herbivore aquatic;Aquatic;16611109.18;Aythya ferina;Anatidae;Anseriformes;50.1;822.99;Wetland;3;1;Herbivore;Herbivore aquatic;Aquatic;16611109.18
Aythya ferina;Aythya ferina;Anatidae;Anseriformes;50.1;822.99;Wetland;3;1;Herbivore;Herbivore aquatic;Aquatic;16611109.18;Aythya ferina;Anatidae;Anseriformes;50.1;822.99;Wetland;3;1;Herbivore;Herbivore aquatic;Aquatic;16611109.18
Aythya fuligula;Aythya fuligula;Anatidae;Anseriformes;50.1;701.17;Wetland;3;2;Omnivore;Herbivore aquatic;Aquatic;20377977.97;Aythya fuligula;Anatidae;Anseriformes;50.1;701.17;Wetland;3;2;Omnivore;Herbivore aquatic;Aquatic;20377977.97
Aythya fuligula;Aythya fuligula;Anatidae;Anseriformes;50.1;701.17;Wetland;3;2;Omnivore;Herbivore aquatic;Aquatic;20377977.97;Aythya fuligula;Anatidae;Anseriformes;50.1;701.17;Wetland;3;2;Omnivore;Herbivore aquatic;Aquatic;20377977.97
Aythya fuligula;Aythya fuligula;Anatidae;Anseriformes;50.1;701.17;Wetland;3;2;Omnivore;Herbivore aquatic;Aquatic;20377977.97;Aythya fuligula;Anatidae;Anseriformes;50.1;701.17;Wetland;3;2;Omnivore;Herbivore aquatic;Aquatic;20377977.97
Bubo bubo;Bubo bubo;Strigidae;Strigiformes;33;2668.51;Rock;2;1;Carnivore;Vertivore;Insessorial;31974373.19;Bubo bubo;Strigidae;Strigiformes;33;2668.51;Rock;2;1;Carnivore;Vertivore;Insessorial;31974373.19
Bubo bubo;Bubo bubo;Strigidae;Strigiformes;33;2668.51;Rock;2;1;Carnivore;Vertivore;Insessorial;31974373.19;Bubo bubo;Strigidae;Strigiformes;33;2668.51;Rock;2;1;Carnivore;Vertivore;Insessorial;31974373.19
Bubo bubo;Bubo bubo;Strigidae;Strigiformes;33;2668.51;Rock;2;1;Carnivore;Vertivore;Insessorial;31974373.19;Bubo bubo;Strigidae;Strigiformes;33;2668.51;Rock;2;1;Carnivore;Vertivore;Insessorial;31974373.19
Buteo buteo;Buteo buteo;Accipitridae;Accipitriformes;38.3;759.1;Grassland;3;2;Carnivore;Vertivore;Insessorial;11719424.27;Buteo buteo;Accipitridae;Accipitriformes;38.2;759.1;Grassland;3;2;Carnivore;Vertivore;Insessorial;16600070.45
Buteo buteo;Buteo buteo;Accipitridae;Accipitriformes;38.3;759.1;Grassland;3;2;Carnivore;Vertivore;Insessorial;11719424.27;Buteo buteo;Accipitridae;Accipitriformes;38.2;759.1;Grassland;3;2;Carnivore;Vertivore;Insessorial;16600070.45
Buteo buteo;Buteo buteo;Accipitridae;Accipitriformes;38.3;759.1;Grassland;3;2;Carnivore;Vertivore;Insessorial;11719424.27;Buteo buteo;Accipitridae;Accipitriformes;38.2;759.1;Grassland;3;2;Carnivore;Vertivore;Insessorial;16600070.45
Buteo buteo;Buteo buteo;Accipitridae;Accipitriformes;38.3;759.1;Grassland;3;2;Carnivore;Vertivore;Insessorial;11719424.27;Buteo buteo;Accipitridae;Accipitriformes;38.2;759.1;Grassland;3;2;Carnivore;Vertivore;Insessorial;16600070.45
Buteo buteo;Buteo buteo;Accipitridae;Accipitriformes;38.3;759.1;Grassland;3;2;Carnivore;Vertivore;Insessorial;11719424.27;Buteo buteo;Accipitridae;Accipitriformes;38.2;759.1;Grassland;3;2;Carnivore;Vertivore;Insessorial;16600070.45
Buteo buteo;Buteo buteo;Accipitridae;Accipitriformes;38.3;759.1;Grassland;3;2;Carnivore;Vertivore;Insessorial;11719424.27;Buteo buteo;Accipitridae;Accipitriformes;38.2;759.1;Grassland;3;2;Carnivore;Vertivore;Insessorial;16600070.45
Carduelis cannabina;Carduelis cannabina;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Carduelis cannabina;Fringillidae;Passeriformes;34.4;19.53;Shrubland;2;1;Herbivore;Granivore;Terrestrial;10715477.38
Carduelis carduelis;Carduelis carduelis;Fringillidae;Passeriformes;33.4;16;Woodland;2;1;Herbivore;Granivore;Insessorial;11860717.87;Carduelis carduelis;Fringillidae;Passeriformes;33.4;16;Woodland;2;1;Herbivore;Granivore;Insessorial;15348675.33
Carduelis carduelis;Carduelis carduelis;Fringillidae;Passeriformes;33.4;16;Woodland;2;1;Herbivore;Granivore;Insessorial;11860717.87;Carduelis carduelis;Fringillidae;Passeriformes;33.4;16;Woodland;2;1;Herbivore;Granivore;Insessorial;15348675.33
Carduelis carduelis;Carduelis carduelis;Fringillidae;Passeriformes;33.4;16;Woodland;2;1;Herbivore;Granivore;Insessorial;11860717.87;Carduelis carduelis;Fringillidae;Passeriformes;33.4;16;Woodland;2;1;Herbivore;Granivore;Insessorial;15348675.33
Carduelis chloris;Carduelis chloris;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Carduelis chloris;Fringillidae;Passeriformes;32.5;26;Woodland;2;1;Herbivore;Granivore;Generalist;10220595.83
Carduelis spinus;Carduelis spinus;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Carduelis spinus;Fringillidae;Passeriformes;36.5;13.24;Forest;1;1;Herbivore;Granivore;Insessorial;8968022.11
Carpodacus erythrinus;Carpodacus erythrinus;Fringillidae;Passeriformes;30.8;23.97;Shrubland;2;3;Herbivore;Granivore;Insessorial;23264611.24;Carpodacus erythrinus;Fringillidae;Passeriformes;30.8;23.97;Shrubland;2;3;Herbivore;Granivore;Insessorial;23264611.24
Carpodacus erythrinus;Carpodacus erythrinus;Fringillidae;Passeriformes;30.8;23.97;Shrubland;2;3;Herbivore;Granivore;Insessorial;23264611.24;Carpodacus erythrinus;Fringillidae;Passeriformes;30.8;23.97;Shrubland;2;3;Herbivore;Granivore;Insessorial;23264611.24
Carpodacus erythrinus;Carpodacus erythrinus;Fringillidae;Passeriformes;30.8;23.97;Shrubland;2;3;Herbivore;Granivore;Insessorial;23264611.24;Carpodacus erythrinus;Fringillidae;Passeriformes;30.8;23.97;Shrubland;2;3;Herbivore;Granivore;Insessorial;23264611.24
Certhia brachydactyla;Certhia brachydactyla;Certhiidae;Passeriformes;17.7;8.2;Forest;1;1;Carnivore;Invertivore;Insessorial;3199552.33;Certhia brachydactyla;Certhiidae;Passeriformes;17.7;8.2;Forest;1;1;Carnivore;Invertivore;Insessorial;3199552.33
Certhia brachydactyla;Certhia brachydactyla;Certhiidae;Passeriformes;17.7;8.2;Forest;1;1;Carnivore;Invertivore;Insessorial;3199552.33;Certhia brachydactyla;Certhiidae;Passeriformes;17.7;8.2;Forest;1;1;Carnivore;Invertivore;Insessorial;3199552.33
Certhia brachydactyla;Certhia brachydactyla;Certhiidae;Passeriformes;17.7;8.2;Forest;1;1;Carnivore;Invertivore;Insessorial;3199552.33;Certhia brachydactyla;Certhiidae;Passeriformes;17.7;8.2;Forest;1;1;Carnivore;Invertivore;Insessorial;3199552.33
Certhia familiaris;Certhia familiaris;Certhiidae;Passeriformes;19.2;9;Forest;1;1;Omnivore;Invertivore;Insessorial;15914424.48;Certhia familiaris;Certhiidae;Passeriformes;19.2;9;Forest;1;1;Omnivore;Invertivore;Insessorial;15914424.48
Certhia familiaris;Certhia familiaris;Certhiidae;Passeriformes;19.2;9;Forest;1;1;Omnivore;Invertivore;Insessorial;15914424.48;Certhia familiaris;Certhiidae;Passeriformes;19.2;9;Forest;1;1;Omnivore;Invertivore;Insessorial;15914424.48
Certhia familiaris;Certhia familiaris;Certhiidae;Passeriformes;19.2;9;Forest;1;1;Omnivore;Invertivore;Insessorial;15914424.48;Certhia familiaris;Certhiidae;Passeriformes;19.2;9;Forest;1;1;Omnivore;Invertivore;Insessorial;15914424.48
Charadrius dubius;Charadrius dubius;Charadriidae;Charadriiformes;51;38.7;Wetland;3;3;Carnivore;Aquatic predator;Terrestrial;33641119.87;Charadrius dubius;Charadriidae;Charadriiformes;51;38.7;Wetland;3;3;Carnivore;Aquatic predator;Terrestrial;33641119.87
Charadrius dubius;Charadrius dubius;Charadriidae;Charadriiformes;51;38.7;Wetland;3;3;Carnivore;Aquatic predator;Terrestrial;33641119.87;Charadrius dubius;Charadriidae;Charadriiformes;51;38.7;Wetland;3;3;Carnivore;Aquatic predator;Terrestrial;33641119.87
Charadrius dubius;Charadrius dubius;Charadriidae;Charadriiformes;51;38.7;Wetland;3;3;Carnivore;Aquatic predator;Terrestrial;33641119.87;Charadrius dubius;Charadriidae;Charadriiformes;51;38.7;Wetland;3;3;Carnivore;Aquatic predator;Terrestrial;33641119.87
Ciconia ciconia;Ciconia ciconia;Ciconiidae;Ciconiiformes;45.9;3445.8;Grassland;3;3;Carnivore;Omnivore;Terrestrial;5196114;Ciconia ciconia;Ciconiidae;Ciconiiformes;45.9;3445.8;Grassland;3;3;Carnivore;Omnivore;Terrestrial;5196114
Ciconia ciconia;Ciconia ciconia;Ciconiidae;Ciconiiformes;45.9;3445.8;Grassland;3;3;Carnivore;Omnivore;Terrestrial;5196114;Ciconia ciconia;Ciconiidae;Ciconiiformes;45.9;3445.8;Grassland;3;3;Carnivore;Omnivore;Terrestrial;5196114
Ciconia ciconia;Ciconia ciconia;Ciconiidae;Ciconiiformes;45.9;3445.8;Grassland;3;3;Carnivore;Omnivore;Terrestrial;5196114;Ciconia ciconia;Ciconiidae;Ciconiiformes;45.9;3445.8;Grassland;3;3;Carnivore;Omnivore;Terrestrial;5196114
Ciconia nigra;Ciconia nigra;Ciconiidae;Ciconiiformes;43.1;2926;Woodland;2;3;Carnivore;Aquatic predator;Terrestrial;18362407.3;Ciconia nigra;Ciconiidae;Ciconiiformes;43.1;2926;Woodland;2;3;Carnivore;Aquatic predator;Terrestrial;18362407.3
Ciconia nigra;Ciconia nigra;Ciconiidae;Ciconiiformes;43.1;2926;Woodland;2;3;Carnivore;Aquatic predator;Terrestrial;18362407.3;Ciconia nigra;Ciconiidae;Ciconiiformes;43.1;2926;Woodland;2;3;Carnivore;Aquatic predator;Terrestrial;18362407.3
Ciconia nigra;Ciconia nigra;Ciconiidae;Ciconiiformes;43.1;2926;Woodland;2;3;Carnivore;Aquatic predator;Terrestrial;18362407.3;Ciconia nigra;Ciconiidae;Ciconiiformes;43.1;2926;Woodland;2;3;Carnivore;Aquatic predator;Terrestrial;18362407.3
Cinclus cinclus;Cinclus cinclus;Cinclidae;Passeriformes;27.6;61.47;Riverine;3;1;Carnivore;Aquatic predator;Generalist;8499590.13;Cinclus cinclus;Cinclidae;Passeriformes;27.6;61.47;Riverine;3;1;Carnivore;Aquatic predator;Generalist;8499590.13
Cinclus cinclus;Cinclus cinclus;Cinclidae;Passeriformes;27.6;61.47;Riverine;3;1;Carnivore;Aquatic predator;Generalist;8499590.13;Cinclus cinclus;Cinclidae;Passeriformes;27.6;61.47;Riverine;3;1;Carnivore;Aquatic predator;Generalist;8499590.13
Cinclus cinclus;Cinclus cinclus;Cinclidae;Passeriformes;27.6;61.47;Riverine;3;1;Carnivore;Aquatic predator;Generalist;8499590.13;Cinclus cinclus;Cinclidae;Passeriformes;27.6;61.47;Riverine;3;1;Carnivore;Aquatic predator;Generalist;8499590.13
Circus aeruginosus;Circus aeruginosus;Accipitridae;Accipitriformes;45.6;704.07;Wetland;3;2;Carnivore;Vertivore;Aerial;13390803.81;Circus aeruginosus;Accipitridae;Accipitriformes;45.6;704.07;Wetland;3;2;Carnivore;Vertivore;Aerial;13390803.81
Circus aeruginosus;Circus aeruginosus;Accipitridae;Accipitriformes;45.6;704.07;Wetland;3;2;Carnivore;Vertivore;Aerial;13390803.81;Circus aeruginosus;Accipitridae;Accipitriformes;45.6;704.07;Wetland;3;2;Carnivore;Vertivore;Aerial;13390803.81
