sp_atlas;sp_atlas adapted1;Family_BL;Order_BL;Hand-Wing.Index_BL;Mass_BL;Habitat_BL;Habitat.Density_BL;Migration_BL;Trophic.Level_BL;Trophic.Niche_BL;Primary.Lifestyle_BL;Range.Size_BL;sp_atlas adapted2;Family_BT;Order_BT;Hand-Wing.Index_BT;Mass_BT;Habitat_BT;Habitat.Density_BT;Migration_BT;Trophic.Level_BT;Trophic.Niche_BT;Primary.Lifestyle_BT;Range.Size_BT
Archilochus colubris;Archilochus colubris;Trochilidae;Caprimulgiformes;65;3.09;Woodland;2;3;Omnivore;Nectarivore;Generalist;4936988.47;Archilochus colubris;Trochilidae;Apodiformes;65;3.09;Woodland;2;3;Omnivore;Nectarivore;Generalist;4936988.47
Ardea herodias;Ardea herodias;Ardeidae;Pelecaniformes;36.6;2523.41;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;12219055.66;Ardea herodias;Ardeidae;Pelecaniformes;36.6;2523.41;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;12219055.66
Ardea herodias;Ardea herodias;Ardeidae;Pelecaniformes;36.6;2523.41;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;12219055.66;Ardea herodias;Ardeidae;Pelecaniformes;36.6;2523.41;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;12219055.66
Ardea herodias;Ardea herodias;Ardeidae;Pelecaniformes;36.6;2523.41;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;12219055.66;Ardea herodias;Ardeidae;Pelecaniformes;36.6;2523.41;Wetland;3;2;Carnivore;Aquatic predator;Terrestrial;12219055.66
Baeolophus bicolor;Baeolophus bicolor;Paridae;Passeriformes;16.1;21.6;Forest;1;1;Carnivore;Invertivore;Insessorial;2969712.5;Baeolophus bicolor;Paridae;Passeriformes;16.1;21.6;Forest;1;1;Carnivore;Invertivore;Insessorial;2969712.5
Baeolophus bicolor;Baeolophus bicolor;Paridae;Passeriformes;16.1;21.6;Forest;1;1;Carnivore;Invertivore;Insessorial;2969712.5;Baeolophus bicolor;Paridae;Passeriformes;16.1;21.6;Forest;1;1;Carnivore;Invertivore;Insessorial;2969712.5
Baeolophus bicolor;Baeolophus bicolor;Paridae;Passeriformes;16.1;21.6;Forest;1;1;Carnivore;Invertivore;Insessorial;2969712.5;Baeolophus bicolor;Paridae;Passeriformes;16.1;21.6;Forest;1;1;Carnivore;Invertivore;Insessorial;2969712.5
Bombycilla cedrorum;Bombycilla cedrorum;Bombycillidae;Passeriformes;35.1;31.58;Woodland;2;3;Herbivore;Frugivore;Insessorial;7437954.14;Bombycilla cedrorum;Bombycillidae;Passeriformes;35.1;31.58;Woodland;2;3;Herbivore;Frugivore;Insessorial;7437954.14
Bombycilla cedrorum;Bombycilla cedrorum;Bombycillidae;Passeriformes;35.1;31.58;Woodland;2;3;Herbivore;Frugivore;Insessorial;7437954.14;Bombycilla cedrorum;Bombycillidae;Passeriformes;35.1;31.58;Woodland;2;3;Herbivore;Frugivore;Insessorial;7437954.14
Bombycilla cedrorum;Bombycilla cedrorum;Bombycillidae;Passeriformes;35.1;31.58;Woodland;2;3;Herbivore;Frugivore;Insessorial;7437954.14;Bombycilla cedrorum;Bombycillidae;Passeriformes;35.1;31.58;Woodland;2;3;Herbivore;Frugivore;Insessorial;7437954.14
Bonasa umbellus;Bonasa umbellus;Phasianidae;Galliformes;38.3;530.91;Shrubland;1;1;Herbivore;Herbivore terrestrial;Generalist;8071254.33;Bonasa umbellus;Phasianidae;Galliformes;38.3;530.91;Shrubland;1;1;Herbivore;Herbivore terrestrial;Generalist;8071254.33
Bonasa umbellus;Bonasa umbellus;Phasianidae;Galliformes;38.3;530.91;Shrubland;1;1;Herbivore;Herbivore terrestrial;Generalist;8071254.33;Bonasa umbellus;Phasianidae;Galliformes;38.3;530.91;Shrubland;1;1;Herbivore;Herbivore terrestrial;Generalist;8071254.33
Bonasa umbellus;Bonasa umbellus;Phasianidae;Galliformes;38.3;530.91;Shrubland;1;1;Herbivore;Herbivore terrestrial;Generalist;8071254.33;Bonasa umbellus;Phasianidae;Galliformes;38.3;530.91;Shrubland;1;1;Herbivore;Herbivore terrestrial;Generalist;8071254.33
Branta canadensis;Branta canadensis;Anatidae;Anseriformes;49.4;2811.68;Grassland;3;3;Herbivore;Herbivore terrestrial;Terrestrial;12236810.45;Branta canadensis;Anatidae;Anseriformes;49.4;2811.68;Grassland;3;3;Herbivore;Herbivore terrestrial;Terrestrial;12236810.45
Branta canadensis;Branta canadensis;Anatidae;Anseriformes;49.4;2811.68;Grassland;3;3;Herbivore;Herbivore terrestrial;Terrestrial;12236810.45;Branta canadensis;Anatidae;Anseriformes;49.4;2811.68;Grassland;3;3;Herbivore;Herbivore terrestrial;Terrestrial;12236810.45
Branta canadensis;Branta canadensis;Anatidae;Anseriformes;49.4;2811.68;Grassland;3;3;Herbivore;Herbivore terrestrial;Terrestrial;12236810.45;Branta canadensis;Anatidae;Anseriformes;49.4;2811.68;Grassland;3;3;Herbivore;Herbivore terrestrial;Terrestrial;12236810.45
Buteo jamaicensis;Buteo jamaicensis;Accipitridae;Accipitriformes;34.1;1101.16;Woodland;2;3;Carnivore;Vertivore;Insessorial;15462822.34;Buteo jamaicensis;Accipitridae;Accipitriformes;34.1;1101.16;Woodland;2;3;Carnivore;Vertivore;Insessorial;15462822.34
Buteo jamaicensis;Buteo jamaicensis;Accipitridae;Accipitriformes;34.1;1101.16;Woodland;2;3;Carnivore;Vertivore;Insessorial;15462822.34;Buteo jamaicensis;Accipitridae;Accipitriformes;34.1;1101.16;Woodland;2;3;Carnivore;Vertivore;Insessorial;15462822.34
Buteo jamaicensis;Buteo jamaicensis;Accipitridae;Accipitriformes;34.1;1101.16;Woodland;2;3;Carnivore;Vertivore;Insessorial;15462822.34;Buteo jamaicensis;Accipitridae;Accipitriformes;34.1;1101.16;Woodland;2;3;Carnivore;Vertivore;Insessorial;15462822.34
Buteo platypterus;Buteo platypterus;Accipitridae;Accipitriformes;36.9;453.65;Forest;2;3;Carnivore;Vertivore;Insessorial;4864047.78;Buteo platypterus;Accipitridae;Accipitriformes;36.9;453.65;Forest;2;3;Carnivore;Vertivore;Insessorial;4864047.78
Buteo platypterus;Buteo platypterus;Accipitridae;Accipitriformes;36.9;453.65;Forest;2;3;Carnivore;Vertivore;Insessorial;4864047.78;Buteo platypterus;Accipitridae;Accipitriformes;36.9;453.65;Forest;2;3;Carnivore;Vertivore;Insessorial;4864047.78
Buteo platypterus;Buteo platypterus;Accipitridae;Accipitriformes;36.9;453.65;Forest;2;3;Carnivore;Vertivore;Insessorial;4864047.78;Buteo platypterus;Accipitridae;Accipitriformes;36.9;453.65;Forest;2;3;Carnivore;Vertivore;Insessorial;4864047.78
Butorides virescens;Butorides virescens;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Butorides virescens;Ardeidae;Pelecaniformes;32.2;201.5;Wetland;3;1;Carnivore;Aquatic predator;Terrestrial;7166813.3
Cardinalis cardinalis;Cardinalis cardinalis;Cardinalidae;Passeriformes;15.5;42.64;Shrubland;2;1;Herbivore;Omnivore;Insessorial;5834572.06;Cardinalis cardinalis;Cardinalidae;Passeriformes;15.5;42.64;Shrubland;2;1;Herbivore;Omnivore;Insessorial;5834572.06
Cardinalis cardinalis;Cardinalis cardinalis;Cardinalidae;Passeriformes;15.5;42.64;Shrubland;2;1;Herbivore;Omnivore;Insessorial;5834572.06;Cardinalis cardinalis;Cardinalidae;Passeriformes;15.5;42.64;Shrubland;2;1;Herbivore;Omnivore;Insessorial;5834572.06
Cardinalis cardinalis;Cardinalis cardinalis;Cardinalidae;Passeriformes;15.5;42.64;Shrubland;2;1;Herbivore;Omnivore;Insessorial;5834572.06;Cardinalis cardinalis;Cardinalidae;Passeriformes;15.5;42.64;Shrubland;2;1;Herbivore;Omnivore;Insessorial;5834572.06
Carpodacus mexicanus;Carpodacus mexicanus;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Carpodacus mexicanus;Fringillidae;Passeriformes;27.5;21.4;Shrubland;2;2;Herbivore;Granivore;Insessorial;10299459.91
Carpodacus purpureus;Carpodacus purpureus;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Carpodacus purpureus;Fringillidae;Passeriformes;28.1;23.3;Forest;2;2;Herbivore;Omnivore;Insessorial;4534365.72
Cathartes aura;Cathartes aura;Cathartidae;Cathartiformes;26.9;1518.24;Human Modified;3;2;Scavenger;Scavenger;Terrestrial;28126442.74;Cathartes aura;Cathartidae;Accipitriformes;26.9;1518.24;Human Modified;3;2;Scavenger;Scavenger;Terrestrial;28126442.74
Cathartes aura;Cathartes aura;Cathartidae;Cathartiformes;26.9;1518.24;Human Modified;3;2;Scavenger;Scavenger;Terrestrial;28126442.74;Cathartes aura;Cathartidae;Accipitriformes;26.9;1518.24;Human Modified;3;2;Scavenger;Scavenger;Terrestrial;28126442.74
Cathartes aura;Cathartes aura;Cathartidae;Cathartiformes;26.9;1518.24;Human Modified;3;2;Scavenger;Scavenger;Terrestrial;28126442.74;Cathartes aura;Cathartidae;Accipitriformes;26.9;1518.24;Human Modified;3;2;Scavenger;Scavenger;Terrestrial;28126442.74
Catharus fuscescens;Catharus fuscescens;Turdidae;Passeriformes;28.5;31.9;Forest;1;3;Carnivore;Invertivore;Terrestrial;3681872.46;Catharus fuscescens;Turdidae;Passeriformes;28.5;31.9;Forest;1;3;Carnivore;Invertivore;Terrestrial;3681872.46
Catharus fuscescens;Catharus fuscescens;Turdidae;Passeriformes;28.5;31.9;Forest;1;3;Carnivore;Invertivore;Terrestrial;3681872.46;Catharus fuscescens;Turdidae;Passeriformes;28.5;31.9;Forest;1;3;Carnivore;Invertivore;Terrestrial;3681872.46
Catharus fuscescens;Catharus fuscescens;Turdidae;Passeriformes;28.5;31.9;Forest;1;3;Carnivore;Invertivore;Terrestrial;3681872.46;Catharus fuscescens;Turdidae;Passeriformes;28.5;31.9;Forest;1;3;Carnivore;Invertivore;Terrestrial;3681872.46
Certhia americana;Certhia americana;Certhiidae;Passeriformes;24.1;8.1;Forest;1;1;Carnivore;Invertivore;Insessorial;6543644.5;Certhia americana;Certhiidae;Passeriformes;24.1;8.1;Forest;1;1;Carnivore;Invertivore;Insessorial;6543644.5
Certhia americana;Certhia americana;Certhiidae;Passeriformes;24.1;8.1;Forest;1;1;Carnivore;Invertivore;Insessorial;6543644.5;Certhia americana;Certhiidae;Passeriformes;24.1;8.1;Forest;1;1;Carnivore;Invertivore;Insessorial;6543644.5
Certhia americana;Certhia americana;Certhiidae;Passeriformes;24.1;8.1;Forest;1;1;Carnivore;Invertivore;Insessorial;6543644.5;Certhia americana;Certhiidae;Passeriformes;24.1;8.1;Forest;1;1;Carnivore;Invertivore;Insessorial;6543644.5
Chaetura pelagica;Chaetura pelagica;Apodidae;Caprimulgiformes;70.3;23.6;Human Modified;1;3;Carnivore;Invertivore;Aerial;5841319.17;Chaetura pelagica;Apodidae;Apodiformes;70.3;23.6;Human Modified;1;3;Carnivore;Invertivore;Aerial;5841319.17
Chaetura pelagica;Chaetura pelagica;Apodidae;Caprimulgiformes;70.3;23.6;Human Modified;1;3;Carnivore;Invertivore;Aerial;5841319.17;Chaetura pelagica;Apodidae;Apodiformes;70.3;23.6;Human Modified;1;3;Carnivore;Invertivore;Aerial;5841319.17
Chaetura pelagica;Chaetura pelagica;Apodidae;Caprimulgiformes;70.3;23.6;Human Modified;1;3;Carnivore;Invertivore;Aerial;5841319.17;Chaetura pelagica;Apodidae;Apodiformes;70.3;23.6;Human Modified;1;3;Carnivore;Invertivore;Aerial;5841319.17
Charadrius vociferus;Charadrius vociferus;Charadriidae;Charadriiformes;52.6;96.44;Wetland;3;3;Carnivore;Omnivore;Terrestrial;14759088.1;Charadrius vociferus;Charadriidae;Charadriiformes;52.6;96.44;Wetland;3;3;Carnivore;Omnivore;Terrestrial;14759088.1
Charadrius vociferus;Charadrius vociferus;Charadriidae;Charadriiformes;52.6;96.44;Wetland;3;3;Carnivore;Omnivore;Terrestrial;14759088.1;Charadrius vociferus;Charadriidae;Charadriiformes;52.6;96.44;Wetland;3;3;Carnivore;Omnivore;Terrestrial;14759088.1
Charadrius vociferus;Charadrius vociferus;Charadriidae;Charadriiformes;52.6;96.44;Wetland;3;3;Carnivore;Omnivore;Terrestrial;14759088.1;Charadrius vociferus;Charadriidae;Charadriiformes;52.6;96.44;Wetland;3;3;Carnivore;Omnivore;Terrestrial;14759088.1
Coccyzus americanus;Coccyzus americanus;Cuculidae;Cuculiformes;43;64;Forest;1;3;Carnivore;Invertivore;Insessorial;5270361.03;Coccyzus americanus;Cuculidae;Cuculiformes;43;64;Forest;1;3;Carnivore;Invertivore;Insessorial;5270361.03
Coccyzus americanus;Coccyzus americanus;Cuculidae;Cuculiformes;43;64;Forest;1;3;Carnivore;Invertivore;Insessorial;5270361.03;Coccyzus americanus;Cuculidae;Cuculiformes;43;64;Forest;1;3;Carnivore;Invertivore;Insessorial;5270361.03
Coccyzus americanus;Coccyzus americanus;Cuculidae;Cuculiformes;43;64;Forest;1;3;Carnivore;Invertivore;Insessorial;5270361.03;Coccyzus americanus;Cuculidae;Cuculiformes;43;64;Forest;1;3;Carnivore;Invertivore;Insessorial;5270361.03
Colaptes auratus;Colaptes auratus;Picidae;Piciformes;24.8;131.46;Shrubland;2;2;Carnivore;Invertivore;Generalist;10804791.76;Colaptes auratus;Picidae;Piciformes;24.3;131.46;Shrubland;2;2;Carnivore;Invertivore;Generalist;15712040.85
Colaptes auratus;Colaptes auratus;Picidae;Piciformes;24.8;131.46;Shrubland;2;2;Carnivore;Invertivore;Generalist;10804791.76;Colaptes auratus;Picidae;Piciformes;24.3;131.46;Shrubland;2;2;Carnivore;Invertivore;Generalist;15712040.85
Colaptes auratus;Colaptes auratus;Picidae;Piciformes;24.8;131.46;Shrubland;2;2;Carnivore;Invertivore;Generalist;10804791.76;Colaptes auratus;Picidae;Piciformes;24.3;131.46;Shrubland;2;2;Carnivore;Invertivore;Generalist;15712040.85
Contopus virens;Contopus virens;Tyrannidae;Passeriformes;31;13.9;Forest;1;3;Carnivore;Invertivore;Insessorial;4080253.15;Contopus virens;Tyrannidae;Passeriformes;31;13.9;Forest;1;3;Carnivore;Invertivore;Insessorial;4080253.15
Contopus virens;Contopus virens;Tyrannidae;Passeriformes;31;13.9;Forest;1;3;Carnivore;Invertivore;Insessorial;4080253.15;Contopus virens;Tyrannidae;Passeriformes;31;13.9;Forest;1;3;Carnivore;Invertivore;Insessorial;4080253.15
Contopus virens;Contopus virens;Tyrannidae;Passeriformes;31;13.9;Forest;1;3;Carnivore;Invertivore;Insessorial;4080253.15;Contopus virens;Tyrannidae;Passeriformes;31;13.9;Forest;1;3;Carnivore;Invertivore;Insessorial;4080253.15
Corvus brachyrhynchos;Corvus brachyrhynchos;Corvidae;Passeriformes;35.3;448.76;Human Modified;2;2;Omnivore;Omnivore;Terrestrial;11573830.54;Corvus brachyrhynchos;Corvidae;Passeriformes;35.3;448.76;Human Modified;2;2;Omnivore;Omnivore;Terrestrial;11573830.54
Corvus brachyrhynchos;Corvus brachyrhynchos;Corvidae;Passeriformes;35.3;448.76;Human Modified;2;2;Omnivore;Omnivore;Terrestrial;11573830.54;Corvus brachyrhynchos;Corvidae;Passeriformes;35.3;448.76;Human Modified;2;2;Omnivore;Omnivore;Terrestrial;11573830.54
Corvus brachyrhynchos;Corvus brachyrhynchos;Corvidae;Passeriformes;35.3;448.76;Human Modified;2;2;Omnivore;Omnivore;Terrestrial;11573830.54;Corvus brachyrhynchos;Corvidae;Passeriformes;35.3;448.76;Human Modified;2;2;Omnivore;Omnivore;Terrestrial;11573830.54
Cyanocitta cristata;Cyanocitta cristata;Corvidae;Passeriformes;17.4;88;Woodland;2;1;Omnivore;Omnivore;Terrestrial;6665383.16;Cyanocitta cristata;Corvidae;Passeriformes;17.4;88;Woodland;2;1;Omnivore;Omnivore;Terrestrial;6665383.16
Cyanocitta cristata;Cyanocitta cristata;Corvidae;Passeriformes;17.4;88;Woodland;2;1;Omnivore;Omnivore;Terrestrial;6665383.16;Cyanocitta cristata;Corvidae;Passeriformes;17.4;88;Woodland;2;1;Omnivore;Omnivore;Terrestrial;6665383.16
Cyanocitta cristata;Cyanocitta cristata;Corvidae;Passeriformes;17.4;88;Woodland;2;1;Omnivore;Omnivore;Terrestrial;6665383.16;Cyanocitta cristata;Corvidae;Passeriformes;17.4;88;Woodland;2;1;Omnivore;Omnivore;Terrestrial;6665383.16
Dendroica caerulescens;Dendroica caerulescens;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Dendroica caerulescens;Parulidae;Passeriformes;24.1;10.14;Forest;1;3;Carnivore;Invertivore;Insessorial;1168234.94
Dendroica coronata;Dendroica coronata;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Dendroica coronata;Parulidae;Passeriformes;25.4;11.94;Forest;1;3;Carnivore;Invertivore;Insessorial;9938581.44
Dendroica fusca;Dendroica fusca;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Dendroica fusca;Parulidae;Passeriformes;32.4;9.74;Forest;1;3;Carnivore;Invertivore;Insessorial;2026720.02
Dendroica magnolia;Dendroica magnolia;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Dendroica magnolia;Parulidae;Passeriformes;21.1;8.14;Forest;1;3;Carnivore;Invertivore;Insessorial;3661483.1
Dendroica pensylvanica;Dendroica pensylvanica;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Dendroica pensylvanica;Parulidae;Passeriformes;26.6;9.29;Forest;2;3;Carnivore;Invertivore;Insessorial;2422614.2
Dendroica petechia;Dendroica petechia;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Dendroica petechia;Parulidae;Passeriformes;23.2;10.22;Shrubland;1;3;Carnivore;Invertivore;Insessorial;NA
Dendroica virens;Dendroica virens;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Dendroica virens;Parulidae;Passeriformes;26.5;8.69;Forest;1;3;Omnivore;Invertivore;Insessorial;3340613.66
Dolichonyx oryzivorus;Dolichonyx oryzivorus;Icteridae;Passeriformes;35.4;31.46;Grassland;1;3;Omnivore;Granivore;Generalist;3883605.76;Dolichonyx oryzivorus;Icteridae;Passeriformes;35.4;31.46;Grassland;1;3;Omnivore;Granivore;Generalist;3883605.76
Dolichonyx oryzivorus;Dolichonyx oryzivorus;Icteridae;Passeriformes;35.4;31.46;Grassland;1;3;Omnivore;Granivore;Generalist;3883605.76;Dolichonyx oryzivorus;Icteridae;Passeriformes;35.4;31.46;Grassland;1;3;Omnivore;Granivore;Generalist;3883605.76
Dolichonyx oryzivorus;Dolichonyx oryzivorus;Icteridae;Passeriformes;35.4;31.46;Grassland;1;3;Omnivore;Granivore;Generalist;3883605.76;Dolichonyx oryzivorus;Icteridae;Passeriformes;35.4;31.46;Grassland;1;3;Omnivore;Granivore;Generalist;3883605.76
Dryocopus pileatus;Dryocopus pileatus;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Dryocopus pileatus;Picidae;Piciformes;25.3;286.59;Forest;1;1;Carnivore;Invertivore;Insessorial;5925872.32
Dumetella carolinensis;Dumetella carolinensis;Mimidae;Passeriformes;18.6;35.3;Shrubland;1;3;Omnivore;Invertivore;Insessorial;6824562.12;Dumetella carolinensis;Mimidae;Passeriformes;18.6;35.3;Shrubland;1;3;Omnivore;Invertivore;Insessorial;6824562.12
Dumetella carolinensis;Dumetella carolinensis;Mimidae;Passeriformes;18.6;35.3;Shrubland;1;3;Omnivore;Invertivore;Insessorial;6824562.12;Dumetella carolinensis;Mimidae;Passeriformes;18.6;35.3;Shrubland;1;3;Omnivore;Invertivore;Insessorial;6824562.12
Dumetella carolinensis;Dumetella carolinensis;Mimidae;Passeriformes;18.6;35.3;Shrubland;1;3;Omnivore;Invertivore;Insessorial;6824562.12;Dumetella carolinensis;Mimidae;Passeriformes;18.6;35.3;Shrubland;1;3;Omnivore;Invertivore;Insessorial;6824562.12
Empidonax alnorum;Empidonax alnorum;Tyrannidae;Passeriformes;19.2;12.7;Shrubland;1;3;Carnivore;Invertivore;Insessorial;7110677.02;Empidonax alnorum;Tyrannidae;Passeriformes;19.2;12.7;Shrubland;1;3;Carnivore;Invertivore;Insessorial;7110677.02
Empidonax alnorum;Empidonax alnorum;Tyrannidae;Passeriformes;19.2;12.7;Shrubland;1;3;Carnivore;Invertivore;Insessorial;7110677.02;Empidonax alnorum;Tyrannidae;Passeriformes;19.2;12.7;Shrubland;1;3;Carnivore;Invertivore;Insessorial;7110677.02
Empidonax alnorum;Empidonax alnorum;Tyrannidae;Passeriformes;19.2;12.7;Shrubland;1;3;Carnivore;Invertivore;Insessorial;7110677.02;Empidonax alnorum;Tyrannidae;Passeriformes;19.2;12.7;Shrubland;1;3;Carnivore;Invertivore;Insessorial;7110677.02
Empidonax minimus;Empidonax minimus;Tyrannidae;Passeriformes;22.8;10;Forest;1;3;Carnivore;Invertivore;Insessorial;5753545.24;Empidonax minimus;Tyrannidae;Passeriformes;22.8;10;Forest;1;3;Carnivore;Invertivore;Insessorial;5753545.24
Empidonax minimus;Empidonax minimus;Tyrannidae;Passeriformes;22.8;10;Forest;1;3;Carnivore;Invertivore;Insessorial;5753545.24;Empidonax minimus;Tyrannidae;Passeriformes;22.8;10;Forest;1;3;Carnivore;Invertivore;Insessorial;5753545.24
Empidonax minimus;Empidonax minimus;Tyrannidae;Passeriformes;22.8;10;Forest;1;3;Carnivore;Invertivore;Insessorial;5753545.24;Empidonax minimus;Tyrannidae;Passeriformes;22.8;10;Forest;1;3;Carnivore;Invertivore;Insessorial;5753545.24
Empidonax traillii;Empidonax traillii;Tyrannidae;Passeriformes;23.5;13.39;Shrubland;2;3;Carnivore;Invertivore;Insessorial;7301691.61;Empidonax traillii;Tyrannidae;Passeriformes;23.5;13.39;Shrubland;2;3;Carnivore;Invertivore;Insessorial;7301691.61
Empidonax traillii;Empidonax traillii;Tyrannidae;Passeriformes;23.5;13.39;Shrubland;2;3;Carnivore;Invertivore;Insessorial;7301691.61;Empidonax traillii;Tyrannidae;Passeriformes;23.5;13.39;Shrubland;2;3;Carnivore;Invertivore;Insessorial;7301691.61
Empidonax traillii;Empidonax traillii;Tyrannidae;Passeriformes;23.5;13.39;Shrubland;2;3;Carnivore;Invertivore;Insessorial;7301691.61;Empidonax traillii;Tyrannidae;Passeriformes;23.5;13.39;Shrubland;2;3;Carnivore;Invertivore;Insessorial;7301691.61
Empidonax virescens;Empidonax virescens;Tyrannidae;Passeriformes;27.5;12.6;Forest;2;3;Carnivore;Invertivore;Insessorial;3006134.68;Empidonax virescens;Tyrannidae;Passeriformes;27.5;12.6;Forest;2;3;Carnivore;Invertivore;Insessorial;3006134.68
Empidonax virescens;Empidonax virescens;Tyrannidae;Passeriformes;27.5;12.6;Forest;2;3;Carnivore;Invertivore;Insessorial;3006134.68;Empidonax virescens;Tyrannidae;Passeriformes;27.5;12.6;Forest;2;3;Carnivore;Invertivore;Insessorial;3006134.68
Empidonax virescens;Empidonax virescens;Tyrannidae;Passeriformes;27.5;12.6;Forest;2;3;Carnivore;Invertivore;Insessorial;3006134.68;Empidonax virescens;Tyrannidae;Passeriformes;27.5;12.6;Forest;2;3;Carnivore;Invertivore;Insessorial;3006134.68
Falco sparverius;Falco sparverius;Falconidae;Falconiformes;43.7;114.61;Grassland;3;3;Carnivore;Omnivore;Insessorial;26638648.91;Falco sparverius;Falconidae;Falconiformes;43.7;114.61;Grassland;3;3;Carnivore;Omnivore;Insessorial;26638648.91
Falco sparverius;Falco sparverius;Falconidae;Falconiformes;43.7;114.61;Grassland;3;3;Carnivore;Omnivore;Insessorial;26638648.91;Falco sparverius;Falconidae;Falconiformes;43.7;114.61;Grassland;3;3;Carnivore;Omnivore;Insessorial;26638648.91
Falco sparverius;Falco sparverius;Falconidae;Falconiformes;43.7;114.61;Grassland;3;3;Carnivore;Omnivore;Insessorial;26638648.91;Falco sparverius;Falconidae;Falconiformes;43.7;114.61;Grassland;3;3;Carnivore;Omnivore;Insessorial;26638648.91
Geothlypis trichas;Geothlypis trichas;Parulidae;Passeriformes;16.1;9.54;Wetland;1;3;Carnivore;Invertivore;Insessorial;12826786.25;Geothlypis trichas;Parulidae;Passeriformes;16.1;9.54;Wetland;1;3;Carnivore;Invertivore;Insessorial;12826786.25
Geothlypis trichas;Geothlypis trichas;Parulidae;Passeriformes;16.1;9.54;Wetland;1;3;Carnivore;Invertivore;Insessorial;12826786.25;Geothlypis trichas;Parulidae;Passeriformes;16.1;9.54;Wetland;1;3;Carnivore;Invertivore;Insessorial;12826786.25
