"","name_in_data","original_verbatim_name","wordCount","submitted_name","Birds.of.the.World","sp_eBird","American.Ornithological.Society","GBIF","sp_BirdLife","sp_BirdTree","eBird.species.group","X","Order.x","FamilyName","RL_Category","Synonyms","TipLabel","English","Taxonomy","Clade","BLFamilyLatin","BLFamilyEnglish","FamSequID","Order.y","OscSubOsc"
"129","Caprimulgus indicus","Caprimulgus indicus",2,"Caprimulgus indicus","Caprimulgus indicus","Caprimulgus indicus",NA,"Caprimulgus indicus","Caprimulgus indicus","Caprimulgus indicus","Caprimulgus indicus",8549,"Caprimulgiformes","Caprimulgidae","LC",NA,"Caprimulgus_indicus","Grey Nightjar","BL3","Caprimulgidae","Caprimulgidae","Nightjars",75,"CAPRIMULGIFORMES","NONPASSERIFORMES"
"130","Caprimulgus ruficollis","Caprimulgus ruficollis",2,"Caprimulgus ruficollis","Caprimulgus ruficollis",NA,"Caprimulgus ruficollis","Caprimulgus ruficollis","Caprimulgus ruficollis",NA,NA,2068,"Caprimulgiformes","Caprimulgidae","NT",NA,"Caprimulgus_ruficollis","Red-necked Nightjar","BL3","Caprimulgidae","Caprimulgidae","Nightjars",75,"CAPRIMULGIFORMES","NONPASSERIFORMES"
"131","Caprimulgus vociferus","Caprimulgus vociferus",2,"Caprimulgus vociferus",NA,NA,NA,"Caprimulgus vociferus","Caprimulgus vociferus",NA,NA,NA,NA,NA,NA,NA,"Caprimulgus_vociferus","Whip-poor-will","BL3","Caprimulgidae","Caprimulgidae","Nightjars",75,"CAPRIMULGIFORMES","NONPASSERIFORMES"
"132","Cardinalis cardinalis","Cardinalis cardinalis",2,"Cardinalis cardinalis","Cardinalis cardinalis","Cardinalis cardinalis","Cardinalis cardinalis","Cardinalis cardinalis","Cardinalis cardinalis","Cardinalis cardinalis","Cardinalis cardinalis",8277,"Passeriformes","Cardinalidae","LC",NA,"Cardinalis_cardinalis","Northern Cardinal","BL3","P12","Cardinalidae","Grosbeaks, saltators and allies",194,"PASSERIFORMES","Passeri"
"133","Carduelis cannabina","Carduelis cannabina",2,"Carduelis cannabina","Carduelis cannabina",NA,NA,"Carduelis cannabina","Carduelis cannabina",NA,NA,NA,NA,NA,NA,NA,"Carduelis_cannabina","Eurasian Linnet","BL3","P10","Fringillidae","Finches and Hawaiian honeycreepers",188,"PASSERIFORMES","Passeri"
"134","Carduelis carduelis","Carduelis carduelis",2,"Carduelis carduelis","Carduelis carduelis","Carduelis carduelis","Carduelis carduelis","Carduelis carduelis","Carduelis carduelis","Carduelis carduelis","Carduelis carduelis [carduelis Group]",10371,"Passeriformes","Fringillidae","LC",NA,"Carduelis_carduelis","European Goldfinch","BL3","P10","Fringillidae","Finches and Hawaiian honeycreepers",188,"PASSERIFORMES","Passeri"
"135","Carduelis chloris","Carduelis chloris",2,"Carduelis chloris",NA,NA,NA,"Carduelis chloris","Carduelis chloris",NA,NA,NA,NA,NA,NA,NA,"Carduelis_chloris","European Greenfinch","BL3","P10","Fringillidae","Finches and Hawaiian honeycreepers",188,"PASSERIFORMES","Passeri"
"136","Carduelis citrinella","Carduelis citrinella",2,"Carduelis citrinella","Carduelis citrinella",NA,"Carduelis citrinella","Carduelis citrinella","Carduelis citrinella",NA,NA,7530,"Passeriformes","Fringillidae","LC","Serinus citrinella","Carduelis_citrinella","Alpine Citril Finch","BL3","P10","Fringillidae","Finches and Hawaiian honeycreepers",188,"PASSERIFORMES","Passeri"
"137","Carduelis flammea","Carduelis flammea",2,"Carduelis flammea","Carduelis flammea",NA,NA,"Carduelis flammea","Carduelis flammea",NA,NA,NA,NA,NA,NA,NA,"Carduelis_flammea","Common Redpoll","BL3","P10","Fringillidae","Finches and Hawaiian honeycreepers",188,"PASSERIFORMES","Passeri"
"138","Carduelis spinus","Carduelis spinus",2,"Carduelis spinus","Carduelis spinus",NA,NA,"Carduelis spinus","Carduelis spinus",NA,NA,NA,NA,NA,NA,NA,"Carduelis_spinus","Eurasian Siskin","BL3","P10","Fringillidae","Finches and Hawaiian honeycreepers",188,"PASSERIFORMES","Passeri"
"139","Carpodacus erythrinus","Carpodacus erythrinus",2,"Carpodacus erythrinus","Carpodacus erythrinus","Carpodacus erythrinus","Carpodacus erythrinus","Carpodacus erythrinus","Carpodacus erythrinus","Carpodacus erythrinus","Carpodacus erythrinus",7607,"Passeriformes","Fringillidae","LC",NA,"Carpodacus_erythrinus","Common Rosefinch","BL3","P10","Fringillidae","Finches and Hawaiian honeycreepers",188,"PASSERIFORMES","Passeri"
"140","Carpodacus mexicanus","Carpodacus mexicanus",2,"Carpodacus mexicanus","Carpodacus mexicanus",NA,NA,"Carpodacus mexicanus","Carpodacus mexicanus",NA,NA,NA,NA,NA,NA,NA,"Carpodacus_mexicanus","House Finch","BL3","P10","Fringillidae","Finches and Hawaiian honeycreepers",188,"PASSERIFORMES","Passeri"
"141","Carpodacus purpureus","Carpodacus purpureus",2,"Carpodacus purpureus","Carpodacus purpureus",NA,NA,"Carpodacus purpureus","Carpodacus purpureus",NA,NA,NA,NA,NA,NA,NA,"Carpodacus_purpureus","Purple Finch","BL3","P10","Fringillidae","Finches and Hawaiian honeycreepers",188,"PASSERIFORMES","Passeri"
"142","Catharacta skua","Catharacta skua",2,"Catharacta skua",NA,NA,"Catharacta skua",NA,"Catharacta skua",NA,NA,2783,"Charadriiformes","Stercorariidae","LC","Stercorarius skua","Catharacta_skua","Great Skua","BL3","Lari","Stercorariidae","Skuas and jaegers",62,"CHARADRIIFORMES","NONPASSERIFORMES"
"143","Cathartes aura","Cathartes aura",2,"Cathartes aura","Cathartes aura","Cathartes aura","Cathartes aura","Cathartes aura","Cathartes aura","Cathartes aura","Cathartes aura",3338,"Cathartiformes","Cathartidae","LC",NA,"Cathartes_aura","Turkey Vulture","BL3","Cathartidae","Cathartidae","New World vultures",34,"ACCIPITRIFORMES","NONPASSERIFORMES"
"144","Catharus bicknelli","Catharus bicknelli",2,"Catharus bicknelli","Catharus bicknelli","Catharus bicknelli","Catharus bicknelli","Catharus bicknelli","Catharus bicknelli","Catharus bicknelli","Catharus bicknelli",8895,"Passeriformes","Turdidae","VU",NA,"Catharus_bicknelli","Bicknell's Thrush","BL3","M5","Turdidae","Thrushes",178,"PASSERIFORMES","Passeri"
"145","Catharus fuscescens","Catharus fuscescens",2,"Catharus fuscescens","Catharus fuscescens","Catharus fuscescens","Catharus fuscescens","Catharus fuscescens","Catharus fuscescens","Catharus fuscescens","Catharus fuscescens",5558,"Passeriformes","Turdidae","LC",NA,"Catharus_fuscescens","Veery","BL3","M5","Turdidae","Thrushes",178,"PASSERIFORMES","Passeri"
"146","Catharus guttatus","Catharus guttatus",2,"Catharus guttatus","Catharus guttatus","Catharus guttatus","Catharus guttatus","Catharus guttatus","Catharus guttatus","Catharus guttatus","Catharus guttatus",5560,"Passeriformes","Turdidae","LC",NA,"Catharus_guttatus","Hermit Thrush","BL3","M5","Turdidae","Thrushes",178,"PASSERIFORMES","Passeri"
"147","Catharus ustulatus","Catharus ustulatus",2,"Catharus ustulatus","Catharus ustulatus","Catharus ustulatus","Catharus ustulatus","Catharus ustulatus","Catharus ustulatus","Catharus ustulatus","Catharus ustulatus [ustulatus Group]",10895,"Passeriformes","Turdidae","LC",NA,"Catharus_ustulatus","Swainson's Thrush","BL3","M5","Turdidae","Thrushes",178,"PASSERIFORMES","Passeri"
"148","Cepphus carbo","Cepphus carbo",2,"Cepphus carbo","Cepphus carbo","Cepphus carbo",NA,"Cepphus carbo","Cepphus carbo","Cepphus carbo","Cepphus carbo",2885,"Charadriiformes","Alcidae","LC",NA,"Cepphus_carbo","Spectacled Guillemot","BL3","Lari","Alcidae","Auks",63,"CHARADRIIFORMES","NONPASSERIFORMES"
"149","Cepphus grylle","Cepphus grylle",2,"Cepphus grylle","Cepphus grylle","Cepphus grylle","Cepphus grylle","Cepphus grylle","Cepphus grylle","Cepphus grylle","Cepphus grylle",2883,"Charadriiformes","Alcidae","LC",NA,"Cepphus_grylle","Black Guillemot","BL3","Lari","Alcidae","Auks",63,"CHARADRIIFORMES","NONPASSERIFORMES"
"150","Cerorhinca monocerata","Cerorhinca monocerata",2,"Cerorhinca monocerata","Cerorhinca monocerata","Cerorhinca monocerata","Cerorhinca monocerata","Cerorhinca monocerata","Cerorhinca monocerata","Cerorhinca monocerata","Cerorhinca monocerata",2896,"Charadriiformes","Alcidae","LC",NA,"Cerorhinca_monocerata","Rhinoceros Auklet","BL3","Lari","Alcidae","Auks",63,"CHARADRIIFORMES","NONPASSERIFORMES"
"151","Certhia americana","Certhia americana",2,"Certhia americana","Certhia americana","Certhia americana","Certhia americana","Certhia americana","Certhia americana","Certhia americana","Certhia americana",6025,"Passeriformes","Certhiidae","LC",NA,"Certhia_americana","American Treecreeper","BL3","M1","Certhiidae","Treecreepers",174,"PASSERIFORMES","Passeri"
"152","Certhia brachydactyla","Certhia brachydactyla",2,"Certhia brachydactyla","Certhia brachydactyla","Certhia brachydactyla",NA,"Certhia brachydactyla","Certhia brachydactyla","Certhia brachydactyla","Certhia brachydactyla",6026,"Passeriformes","Certhiidae","LC",NA,"Certhia_brachydactyla","Short-toed Treecreeper","BL3","M1","Certhiidae","Treecreepers",174,"PASSERIFORMES","Passeri"
"153","Certhia familiaris","Certhia familiaris",2,"Certhia familiaris","Certhia familiaris","Certhia familiaris",NA,"Certhia familiaris","Certhia familiaris","Certhia familiaris","Certhia familiaris",9435,"Passeriformes","Certhiidae","LC",NA,"Certhia_familiaris","Eurasian Treecreeper","BL3","M1","Certhiidae","Treecreepers",174,"PASSERIFORMES","Passeri"
"154","Cettia cetti","Cettia cetti",2,"Cettia cetti","Cettia cetti",NA,"Cettia cetti","Cettia cetti","Cettia cetti",NA,NA,6541,"Passeriformes","Scotocercidae","LC",NA,"Cettia_cetti","Cetti's Warbler","BL3","S7S8","Sylviidae","Old World warblers",161,"PASSERIFORMES","Passeri"
"155","Cettia diphone","Cettia diphone",2,"Cettia diphone","Cettia diphone",NA,NA,"Cettia diphone","Cettia diphone",NA,NA,NA,NA,NA,NA,NA,"Cettia_diphone","Japanese Bush-warbler","BL3","S7S8","Sylviidae","Old World warblers",161,"PASSERIFORMES","Passeri"
"156","Chaetura pelagica","Chaetura pelagica",2,"Chaetura pelagica","Chaetura pelagica","Chaetura pelagica","Chaetura pelagica","Chaetura pelagica","Chaetura pelagica","Chaetura pelagica","Chaetura pelagica",1520,"Caprimulgiformes","Apodidae","VU",NA,"Chaetura_pelagica","Chimney Swift","BL3","Apodidae","Apodidae","Swifts",77,"APODIFORMES","NONPASSERIFORMES"
"157","Chalcophaps indica","Chalcophaps indica",2,"Chalcophaps indica","Chalcophaps indica","Chalcophaps indica",NA,"Chalcophaps indica","Chalcophaps indica","Chalcophaps indica","Chalcophaps indica",8533,"Columbiformes","Columbidae","LC",NA,"Chalcophaps_indica","Emerald Dove","BL3","Columbidae","Columbidae","Doves and pigeons",65,"COLUMBIFORMES","NONPASSERIFORMES"
"158","Charadrius alexandrinus","Charadrius alexandrinus",2,"Charadrius alexandrinus","Charadrius alexandrinus","Charadrius alexandrinus",NA,"Charadrius alexandrinus","Charadrius alexandrinus","Charadrius alexandrinus","Charadrius alexandrinus",8765,"Charadriiformes","Charadriidae","LC",NA,"Charadrius_alexandrinus","Kentish Plover","BL3","Charadrii","Charadriidae","Plovers",54,"CHARADRIIFORMES","NONPASSERIFORMES"
"159","Charadrius dubius","Charadrius dubius",2,"Charadrius dubius","Charadrius dubius","Charadrius dubius","Charadrius dubius","Charadrius dubius","Charadrius dubius","Charadrius dubius","Charadrius dubius",2711,"Charadriiformes","Charadriidae","LC",NA,"Charadrius_dubius","Little Ringed Plover","BL3","Charadrii","Charadriidae","Plovers",54,"CHARADRIIFORMES","NONPASSERIFORMES"
"160","Charadrius hiaticula","Charadrius hiaticula",2,"Charadrius hiaticula","Charadrius hiaticula","Charadrius hiaticula","Charadrius hiaticula","Charadrius hiaticula","Charadrius hiaticula","Charadrius hiaticula","Charadrius hiaticula",2708,"Charadriiformes","Charadriidae","LC",NA,"Charadrius_hiaticula","Common Ringed Plover","BL3","Charadrii","Charadriidae","Plovers",54,"CHARADRIIFORMES","NONPASSERIFORMES"
"161","Charadrius melodus","Charadrius melodus",2,"Charadrius melodus","Charadrius melodus","Charadrius melodus","Charadrius melodus","Charadrius melodus","Charadrius melodus","Charadrius melodus","Charadrius melodus",2718,"Charadriiformes","Charadriidae","NT",NA,"Charadrius_melodus","Piping Plover","BL3","Charadrii","Charadriidae","Plovers",54,"CHARADRIIFORMES","NONPASSERIFORMES"
"162","Charadrius placidus","Charadrius placidus",2,"Charadrius placidus","Charadrius placidus","Charadrius placidus",NA,"Charadrius placidus","Charadrius placidus","Charadrius placidus","Charadrius placidus",2710,"Charadriiformes","Charadriidae","LC",NA,"Charadrius_placidus","Long-billed Plover","BL3","Charadrii","Charadriidae","Plovers",54,"CHARADRIIFORMES","NONPASSERIFORMES"
"163","Charadrius vociferus","Charadrius vociferus",2,"Charadrius vociferus","Charadrius vociferus","Charadrius vociferus","Charadrius vociferus","Charadrius vociferus","Charadrius vociferus","Charadrius vociferus","Charadrius vociferus",2713,"Charadriiformes","Charadriidae","LC",NA,"Charadrius_vociferus","Killdeer","BL3","Charadrii","Charadriidae","Plovers",54,"CHARADRIIFORMES","NONPASSERIFORMES"
"164","Chersophilus duponti","Chersophilus duponti",2,"Chersophilus duponti","Chersophilus duponti",NA,"Chersophilus duponti","Chersophilus duponti","Chersophilus duponti",NA,NA,7025,"Passeriformes","Alaudidae","VU",NA,"Chersophilus_duponti","Dupont's Lark","BL3","S3","Alaudidae","Larks",158,"PASSERIFORMES","Passeri"
"165","Chlidonias hybrida","Chlidonias hybrida",2,"Chlidonias hybrida","Chlidonias hybrida","Chlidonias hybrida","Chlidonias hybrida","Chlidonias hybrida","Chlidonias hybrida","Chlidonias hybrida","Chlidonias hybrida",2869,"Charadriiformes","Laridae","LC","Chlidonias hybridus","Chlidonias_hybrida","Whiskered Tern","BL3","Lari","Laridae","Gulls and terns",61,"CHARADRIIFORMES","NONPASSERIFORMES"
"166","Chlidonias leucopterus","Chlidonias leucopterus",2,"Chlidonias leucopterus","Chlidonias leucopterus","Chlidonias leucopterus","Chlidonias leucopterus","Chlidonias leucopterus","Chlidonias leucopterus","Chlidonias leucopterus","Chlidonias leucopterus",2870,"Charadriiformes","Laridae","LC",NA,"Chlidonias_leucopterus","White-winged Tern","BL3","Lari","Laridae","Gulls and terns",61,"CHARADRIIFORMES","NONPASSERIFORMES"
"167","Chlidonias niger","Chlidonias niger",2,"Chlidonias niger","Chlidonias niger","Chlidonias niger","Chlidonias niger","Chlidonias niger","Chlidonias niger","Chlidonias niger","Chlidonias niger",2871,"Charadriiformes","Laridae","LC",NA,"Chlidonias_niger","Black Tern","BL3","Lari","Laridae","Gulls and terns",61,"CHARADRIIFORMES","NONPASSERIFORMES"
"168","Chordeiles minor","Chordeiles minor",2,"Chordeiles minor","Chordeiles minor","Chordeiles minor","Chordeiles minor","Chordeiles minor","Chordeiles minor","Chordeiles minor","Chordeiles minor",2039,"Caprimulgiformes","Caprimulgidae","LC",NA,"Chordeiles_minor","Common Nighthawk","BL3","Caprimulgidae","Caprimulgidae","Nightjars",75,"CAPRIMULGIFORMES","NONPASSERIFORMES"
"169","Ciconia ciconia","Ciconia ciconia",2,"Ciconia ciconia","Ciconia ciconia","Ciconia ciconia",NA,"Ciconia ciconia","Ciconia ciconia","Ciconia ciconia","Ciconia ciconia",3354,"Ciconiiformes","Ciconiidae","LC",NA,"Ciconia_ciconia","White Stork","BL3","Ciconiidae","Ciconiidae","Storks",23,"CICONIIFORMES","NONPASSERIFORMES"
"170","Ciconia nigra","Ciconia nigra",2,"Ciconia nigra","Ciconia nigra","Ciconia nigra",NA,"Ciconia nigra","Ciconia nigra","Ciconia nigra","Ciconia nigra",3350,"Ciconiiformes","Ciconiidae","LC",NA,"Ciconia_nigra","Black Stork","BL3","Ciconiidae","Ciconiidae","Storks",23,"CICONIIFORMES","NONPASSERIFORMES"
"171","Cinclus cinclus","Cinclus cinclus",2,"Cinclus cinclus","Cinclus cinclus","Cinclus cinclus",NA,"Cinclus cinclus","Cinclus cinclus","Cinclus cinclus","Cinclus cinclus",5478,"Passeriformes","Cinclidae","LC",NA,"Cinclus_cinclus","White-throated Dipper","BL3","M3","Cinclidae","Dippers",179,"PASSERIFORMES","Passeri"
"172","Cinclus pallasii","Cinclus pallasii",2,"Cinclus pallasii","Cinclus pallasii","Cinclus pallasii",NA,"Cinclus pallasii","Cinclus pallasii","Cinclus pallasii","Cinclus pallasii",5479,"Passeriformes","Cinclidae","LC",NA,"Cinclus_pallasii","Brown Dipper","BL3","M3","Cinclidae","Dippers",179,"PASSERIFORMES","Passeri"
"173","Circaetus gallicus","Circaetus gallicus",2,"Circaetus gallicus","Circaetus gallicus",NA,"Circaetus gallicus","Circaetus gallicus","Circaetus gallicus",NA,NA,9325,"Accipitriformes","Accipitridae","LC",NA,"Circaetus_gallicus","Short-toed Snake-eagle","BL3","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles",36,"ACCIPITRIFORMES","NONPASSERIFORMES"
"174","Circus aeruginosus","Circus aeruginosus",2,"Circus aeruginosus","Circus aeruginosus","Circus aeruginosus","Circus aeruginosus","Circus aeruginosus","Circus aeruginosus","Circus aeruginosus","Circus aeruginosus",2966,"Accipitriformes","Accipitridae","LC",NA,"Circus_aeruginosus","Western Marsh-harrier","BL3","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles",36,"ACCIPITRIFORMES","NONPASSERIFORMES"
"175","Circus cyaneus","Circus cyaneus",2,"Circus cyaneus","Circus cyaneus","Circus cyaneus",NA,"Circus cyaneus","Circus cyaneus","Circus cyaneus","Circus cyaneus",8794,"Accipitriformes","Accipitridae","LC",NA,"Circus_cyaneus","Northern Harrier","BL3","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles",36,"ACCIPITRIFORMES","NONPASSERIFORMES"
"176","Circus macrourus","Circus macrourus",2,"Circus macrourus","Circus macrourus","Circus macrourus",NA,"Circus macrourus","Circus macrourus","Circus macrourus","Circus macrourus",2974,"Accipitriformes","Accipitridae","NT",NA,"Circus_macrourus","Pallid Harrier","BL3","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles",36,"ACCIPITRIFORMES","NONPASSERIFORMES"
"177","Circus pygargus","Circus pygargus",2,"Circus pygargus","Circus pygargus","Circus pygargus",NA,"Circus pygargus","Circus pygargus","Circus pygargus","Circus pygargus",2976,"Accipitriformes","Accipitridae","LC",NA,"Circus_pygargus","Montagu's Harrier","BL3","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles",36,"ACCIPITRIFORMES","NONPASSERIFORMES"
"178","Circus spilonotus","Circus spilonotus",2,"Circus spilonotus","Circus spilonotus","Circus spilonotus",NA,"Circus spilonotus","Circus spilonotus","Circus spilonotus","Circus spilonotus",9788,"Accipitriformes","Accipitridae","LC",NA,"Circus_spilonotus","Eastern Marsh-harrier","BL3","Accipitridae","Accipitridae","Osprey, kites, hawks and eagles",36,"ACCIPITRIFORMES","NONPASSERIFORMES"
"179","Cisticola juncidis","Cisticola juncidis",2,"Cisticola juncidis","Cisticola juncidis","Cisticola juncidis",NA,"Cisticola juncidis","Cisticola juncidis","Cisticola juncidis","Cisticola juncidis",6374,"Passeriformes","Cisticolidae","LC","Cisticola juncidus","Cisticola_juncidis","Zitting Cisticola","BL3","S10","Cisticolidae","Cisticolas and allies",159,"PASSERIFORMES","Passeri"
"180","Cistothorus palustris","Cistothorus palustris",2,"Cistothorus palustris","Cistothorus palustris","Cistothorus palustris","Cistothorus palustris","Cistothorus palustris","Cistothorus palustris","Cistothorus palustris","Cistothorus palustris",6051,"Passeriformes","Troglodytidae","LC",NA,"Cistothorus_palustris","Marsh Wren","BL3","M1","Troglodytidae","Wrens",162,"PASSERIFORMES","Passeri"
"181","Cistothorus platensis","Cistothorus platensis",2,"Cistothorus platensis","Cistothorus platensis","Cistothorus platensis","Cistothorus platensis","Cistothorus platensis","Cistothorus platensis","Cistothorus platensis","Cistothorus platensis",10910,"Passeriformes","Troglodytidae","LC",NA,"Cistothorus_platensis","Sedge Wren","BL3","M1","Troglodytidae","Wrens",162,"PASSERIFORMES","Passeri"
"182","Clamator glandarius","Clamator glandarius",2,"Clamator glandarius","Clamator glandarius",NA,"Clamator glandarius","Clamator glandarius","Clamator glandarius",NA,NA,1035,"Cuculiformes","Cuculidae","LC",NA,"Clamator_glandarius","Great Spotted Cuckoo","BL3","Cuculidae","Cuculidae","Cuckoos",67,"CUCULIFORMES","NONPASSERIFORMES"
"183","Clangula hyemalis","Clangula hyemalis",2,"Clangula hyemalis","Clangula hyemalis","Clangula hyemalis","Clangula hyemalis","Clangula hyemalis","Clangula hyemalis","Clangula hyemalis","Clangula hyemalis",446,"Anseriformes","Anatidae","VU",NA,"Clangula_hyemalis","Long-tailed Duck","BL3","Anatinae","Anatidae","Ducks, geese and swans",14,"ANSERIFORMES","NONPASSERIFORMES"
"184","Coccothraustes coccothraustes","Coccothraustes coccothraustes",2,"Coccothraustes coccothraustes","Coccothraustes coccothraustes","Coccothraustes coccothraustes","Coccothraustes coccothraustes","Coccothraustes coccothraustes","Coccothraustes coccothraustes","Coccothraustes coccothraustes","Coccothraustes coccothraustes",7635,"Passeriformes","Fringillidae","LC",NA,"Coccothraustes_coccothraustes","Hawfinch","BL3","P10","Fringillidae","Finches and Hawaiian honeycreepers",188,"PASSERIFORMES","Passeri"
"185","Coccothraustes vespertinus","Coccothraustes vespertinus",2,"Coccothraustes vespertinus",NA,"Coccothraustes vespertinus","Coccothraustes vespertinus","Coccothraustes vespertinus","Coccothraustes vespertinus",NA,NA,NA,NA,NA,NA,NA,"Coccothraustes_vespertinus","Evening Grosbeak","BL3","P10","Fringillidae","Finches and Hawaiian honeycreepers",188,"PASSERIFORMES","Passeri"
"186","Coccyzus americanus","Coccyzus americanus",2,"Coccyzus americanus","Coccyzus americanus","Coccyzus americanus","Coccyzus americanus","Coccyzus americanus","Coccyzus americanus","Coccyzus americanus","Coccyzus americanus",1126,"Cuculiformes","Cuculidae","LC",NA,"Coccyzus_americanus","Yellow-billed Cuckoo","BL3","Cuculidae","Cuculidae","Cuckoos",67,"CUCULIFORMES","NONPASSERIFORMES"
"187","Coccyzus erythropthalmus","Coccyzus erythropthalmus",2,"Coccyzus erythropthalmus","Coccyzus erythropthalmus","Coccyzus erythropthalmus","Coccyzus erythropthalmus","Coccyzus erythropthalmus","Coccyzus erythropthalmus","Coccyzus erythropthalmus","Coccyzus erythropthalmus",1125,"Cuculiformes","Cuculidae","LC",NA,"Coccyzus_erythropthalmus","Black-billed Cuckoo","BL3","Cuculidae","Cuculidae","Cuckoos",67,"CUCULIFORMES","NONPASSERIFORMES"
"188","Colaptes auratus","Colaptes auratus",2,"Colaptes auratus","Colaptes auratus","Colaptes auratus","Colaptes auratus","Colaptes auratus","Colaptes auratus","Colaptes auratus","Colaptes auratus",8642,"Piciformes","Picidae","LC",NA,"Colaptes_auratus","Northern Flicker","BL3","Picidae","Picidae","Woodpeckers",95,"PICIFORMES","NONPASSERIFORMES"
"189","Colinus virginianus","Colinus virginianus",2,"Colinus virginianus","Colinus virginianus","Colinus virginianus","Colinus virginianus","Colinus virginianus","Colinus virginianus","Colinus virginianus","Colinus virginianus",8969,"Galliformes","Odontophoridae","NT",NA,"Colinus_virginianus","Northern Bobwhite","BL3","Odontophoridae","Odontophoridae","New World quails",10,"GALLIFORMES","NONPASSERIFORMES"
"190","Columba janthina","Columba janthina",2,"Columba janthina","Columba janthina","Columba janthina",NA,"Columba janthina","Columba janthina","Columba janthina","Columba janthina",2130,"Columbiformes","Columbidae","NT",NA,"Columba_janthina","Japanese Wood-pigeon","BL3","Columbidae","Columbidae","Doves and pigeons",65,"COLUMBIFORMES","NONPASSERIFORMES"
"191","Columba livia","Columba livia f. domestica",4,"Columba livia f. domestica",NA,NA,NA,"Columba livia domestica",NA,"Zosterops poliogastrus",NA,NA,NA,NA,NA,NA,"Columba_livia","Rock Pigeon","BL3","Columbidae","Columbidae","Doves and pigeons",65,"COLUMBIFORMES","NONPASSERIFORMES"
"192","Columba oenas","Columba oenas",2,"Columba oenas","Columba oenas","Columba oenas",NA,"Columba oenas","Columba oenas","Columba oenas","Columba oenas",2110,"Columbiformes","Columbidae","LC",NA,"Columba_oenas","Stock Dove","BL3","Columbidae","Columbidae","Doves and pigeons",65,"COLUMBIFORMES","NONPASSERIFORMES"
"193","Columba palumbus","Columba palumbus",2,"Columba palumbus","Columba palumbus","Columba palumbus",NA,"Columba palumbus","Columba palumbus","Columba palumbus","Columba palumbus",2113,"Columbiformes","Columbidae","LC",NA,"Columba_palumbus","Common Wood-pigeon","BL3","Columbidae","Columbidae","Doves and pigeons",65,"COLUMBIFORMES","NONPASSERIFORMES"
"194","Contopus cooperi","Contopus cooperi",2,"Contopus cooperi","Contopus cooperi","Contopus cooperi","Contopus cooperi","Contopus cooperi","Contopus cooperi","Contopus cooperi","Contopus cooperi",3729,"Passeriformes","Tyrannidae","NT","Contopus borealis","Contopus_cooperi","Olive-sided Flycatcher","BL3","TitTyranRest","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","Tyranni"
"195","Contopus virens","Contopus virens",2,"Contopus virens","Contopus virens","Contopus virens","Contopus virens","Contopus virens","Contopus virens","Contopus virens","Contopus virens",3735,"Passeriformes","Tyrannidae","LC",NA,"Contopus_virens","Eastern Wood-pewee","BL3","TitTyranRest","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","Tyranni"
"196","Coracias garrulus","Coracias garrulus",2,"Coracias garrulus","Coracias garrulus","Coracias garrulus",NA,"Coracias garrulus","Coracias garrulus","Coracias garrulus","Coracias garrulus",896,"Coraciiformes","Coraciidae","LC",NA,"Coracias_garrulus","European Roller","BL3","Coraciidae","Coraciidae","Rollers",82,"CORACIIFORMES","NONPASSERIFORMES"
"197","Corvus brachyrhynchos","Corvus brachyrhynchos",2,"Corvus brachyrhynchos","Corvus brachyrhynchos","Corvus brachyrhynchos","Corvus brachyrhynchos","Corvus brachyrhynchos","Corvus brachyrhynchos","Corvus brachyrhynchos","Corvus brachyrhynchos",5061,"Passeriformes","Corvidae","LC",NA,"Corvus_brachyrhynchos","American Crow","BL3","CC8","Corvidae","Crows and jays",147,"PASSERIFORMES","Passeri"
"198","Corvus corax","Corvus corax",2,"Corvus corax","Corvus corax","Corvus corax","Corvus corax","Corvus corax","Corvus corax","Corvus corax","Corvus corax",5076,"Passeriformes","Corvidae","LC",NA,"Corvus_corax","Common Raven","BL3","CC8","Corvidae","Crows and jays",147,"PASSERIFORMES","Passeri"
"199","Corvus corone","Corvus corone cornix",3,"Corvus corone cornix",NA,NA,NA,"Corvus corone cornix",NA,"Zosterops poliogastrus",NA,NA,NA,NA,NA,NA,"Corvus_corone","Carrion Crow","BL3","CC8","Corvidae","Crows and jays",147,"PASSERIFORMES","Passeri"
"200","Corvus frugilegus","Corvus frugilegus",2,"Corvus frugilegus","Corvus frugilegus","Corvus frugilegus","Corvus frugilegus","Corvus frugilegus","Corvus frugilegus","Corvus frugilegus","Corvus frugilegus",5059,"Passeriformes","Corvidae","LC",NA,"Corvus_frugilegus","Rook","BL3","CC8","Corvidae","Crows and jays",147,"PASSERIFORMES","Passeri"
