"","verbatim_name","tp","cell_grouping","Total_area","Total_Ncells","occupancy_Ncells","AOO","relative_occupancy_Ncells","dataset"
"3196","Anas platyrhynchos",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3197","Butorides striata",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3198","Charadrius alexandrinus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3199","Charadrius dubius",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3200","Muscicapa sibirica",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3201","Spodiopsar cineraceus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3202","Corvus corone",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3203","Lonchura striata",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3204","Luscinia komadori",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3205","Apalopteron familiare",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3206","Buteo buteo",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3207","Sula leucogaster",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3208","Zoothera dauma",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3209","Otus lempiji",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3210","Phasianus colchicus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3211","Butastur indicus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3212","Lanius bucephalus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3213","Sapheopipo noguchii",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3214","Gallirallus okinawae",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3215","Scolopax mira",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3216","Dendrocopos leucotos",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3217","Garrulus lidthi",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3218","Apus pacificus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3219","Motacilla cinerea",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3220","Acrocephalus bistrigiceps",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3221","Falco peregrinus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3222","Phylloscopus ijimae",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3223","Turdus celaenops",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3224","Emberiza cioides",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3225","Bambusicola thoracicus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3226","Milvus migrans",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3227","Treron sieboldii",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3228","Urosphena squameiceps",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3229","Acrocephalus orientalis",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3230","Garrulus glandarius",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3231","Hierococcyx hyperythrus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3232","Periparus ater",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3233","Picus awokera",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3234","Troglodytes troglodytes",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3235","Luscinia akahige",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3236","Chloris sinica",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3237","Alauda arvensis",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3238","Phylloscopus coronatus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3239","Phylloscopus xanthodryas",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3240","Turdus chrysolaus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3241","Aegithalos caudatus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3242","Apus nipalensis",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3243","Cinclus pallasii",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3244","Cuculus canorus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3245","Cyanoptila cyanomelana",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3246","Hirundapus caudacutus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3247","Megaceryle lugubris",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3248","Eophona personata",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3249","Emberiza schoeniclus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3250","Sitta europaea",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3251","Cuculus optatus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3252","Histrionicus histrionicus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3253","Larus crassirostris",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3254","Leiothrix lutea",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3255","Pernis ptilorhynchus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3256","Tachybaptus ruficollis",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3257","Cygnus olor",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3258","Turdus pallidus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3259","Dendrocopos major",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3260","Strix uralensis",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3261","Motacilla alba",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3262","Motacilla grandis",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3263","Riparia riparia",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3264","Muscicapa dauurica",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3265","Pica pica",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3266","Eurystomus orientalis",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3267","Poecile montanus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3268","Syrmaticus soemmerringii",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3269","Anas crecca",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3270","Charadrius placidus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3271","Nisaetus nipalensis",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3272","Pitta nympha",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3273","Emberiza fucata",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3274","Caprimulgus indicus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3275","Gorsachius goisagi",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3276","Poecile palustris",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3277","Dryocopus martius",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3278","Turdus cardis",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3279","Ixobrychus sinensis",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3280","Picus canus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3281","Emberiza spodocephala",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3282","Locustella pleskei",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3283","Garrulax canorus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3284","Accipiter nisus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3285","Passer rutilans",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3286","Phalacrocorax carbo",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3287","Anas falcata",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3288","Luscinia cyane",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3289","Cuculus micropterus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3290","Uragus sibiricus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3291","Rostratula benghalensis",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3292","Rallus aquaticus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3293","Falco tinnunculus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3294","Anthus hodgsoni",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3295","Locustella lanceolata",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3296","Agropsar philippensis",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3297","Dendrocopos minor",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3298","Scolopax rusticola",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3299","Lanius tigrinus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3300","Grus japonensis",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3301","Haliaeetus albicilla",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3302","Emberiza variabilis",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3303","Prunella rubida",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3304","Phylloscopus borealoides",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3305","Tarsiger cyanurus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3306","Nucifraga caryocatactes",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3307","Certhia familiaris",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3308","Emberiza sulphurata",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3309","Phalacrocorax capillatus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3310","Gallinago hardwickii",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3311","Prunella collaris",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3312","Aix galericulata",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3313","Cerorhinca monocerata",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3314","Uria aalge",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3315","Vanellus cinereus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3316","Motacilla flava",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3317","Vanellus vanellus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3318","Anas clypeata",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3319","Fulica atra",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3320","Podiceps grisegena",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3321","Aythya fuligula",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3322","Botaurus stellaris",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3323","Circus spilonotus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3324","Calonectris leucomelas",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3325","Regulus regulus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3326","Anas strepera",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3327","Otus sunia",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3328","Pyrrhula pyrrhula",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3329","Zoothera sibirica",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3330","Cepphus carbo",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3331","Melopsittacus undulatus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3332","Locustella fasciolata",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3333","Coccothraustes coccothraustes",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3334","Podiceps cristatus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3335","Carduelis spinus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3336","Asio otus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3337","Mergus merganser",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3338","Himantopus himantopus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3339","Cyanopica cyanus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3340","Streptopelia decaocto",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3341","Loxia curvirostra",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3342","Saxicola torquatus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3343","Phoenicurus auroreus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3344","Lagopus muta",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3345","Pinicola enucleator",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3346","Locustella pryeri",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3347","Phalacrocorax pelagicus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3348","Emberiza yessoensis",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3349","Sterna hirundo",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3350","Emberiza aureola",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3351","Falco subbuteo",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3352","Luscinia calliope",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3353","Jynx torquilla",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3354","Tetrastes bonasia",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3355","Locustella ochotensis",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3356","Larus schistisagus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3357","Tringa totanus",1,128,448951.020447356,1,1,448951.020447356,1,"Birds_atlas_Japan"
"3358","Lanius bucephalus",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3359","Egretta intermedia",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3360","Ardea cinerea",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3361","Dendrocopos leucotos",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3362","Aegithalos caudatus",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3363","Urosphena squameiceps",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3364","Lonchura atricapilla",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3365","Corvus corone",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3366","Cinclus pallasii",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3367","Delichon dasypus",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3368","Ardeola bacchus",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3369","Accipiter gularis",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3370","Phylloscopus coronatus",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3371","Pyrrhula pyrrhula",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3372","Motacilla flava",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3373","Emberiza variabilis",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3374","Emberiza sulphurata",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3375","Garrulus lidthi",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3376","Nisaetus nipalensis",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3377","Garrulus glandarius",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3378","Apus pacificus",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3379","Nucifraga caryocatactes",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3380","Treron sieboldii",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3381","Pycnonotus sinensis",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3382","Treron formosae",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3383","Amaurornis phoenicurus",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3384","Emberiza spodocephala",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3385","Urocissa erythrorhyncha",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3386","Gallinula chloropus",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3387","Ninox scutulata",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3388","Turdus pallidus",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3389","Regulus regulus",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3390","Acridotheres tristis",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3391","Motacilla cinerea",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3392","Cuculus canorus",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3393","Hypsipetes amaurotis",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3394","Nycticorax nycticorax",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3395","Sapheopipo noguchii",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3396","Pavo cristatus",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3397","Pericrocotus divaricatus",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3398","Prunella collaris",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3399","Locustella ochotensis",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3400","Luscinia komadori",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3401","Ciconia boyciana",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3402","Apalopteron familiare",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3403","Acridotheres cristatellus",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3404","Rostratula benghalensis",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3405","Prunella rubida",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3406","Butastur indicus",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3407","Locustella pryeri",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3408","Anas clypeata",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3409","Tachybaptus ruficollis",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3410","Rallus aquaticus",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3411","Podiceps cristatus",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3412","Phoenicurus auroreus",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
"3413","Anas strepera",2,128,450221.445308138,1,1,450221.445308138,1,"Birds_atlas_Japan"
