"","verbatim_name","tp","cell_grouping","Total_area","Total_Ncells","occupancy_Ncells","AOO","relative_occupancy_Ncells","scale"
"1085","Milvus migrans",1,"2",83907.5085275841,176,58,29075.4798994201,0.33,0.03125
"1086","Panurus biarmicus",3,"2",89635.9803373288,185,32,17028.3108093908,0.17,0.03125
"1087","Falco peregrinus",3,"2",89635.9803373288,185,49,24985.2567229275,0.26,0.03125
"1088","Galerida cristata",1,"2",83907.5085275841,176,134,68134.3304053833,0.76,0.03125
"1089","Circus cyaneus",1,"2",83907.5085275841,176,95,48081.4649405528,0.54,0.03125
"1090","Bubo bubo",2,"2",83907.5085275841,176,150,75355.1455421759,0.85,0.03125
"1091","Sylvia nisoria",1,"2",83907.5085275841,176,98,49484.5838108286,0.56,0.03125
"1092","Grus grus",2,"2",83907.5085275841,176,30,14469.2991835407,0.17,0.03125
"1093","Oenanthe oenanthe",3,"2",89635.9803373288,185,98,50491.6132671599,0.53,0.03125
"1094","Emberiza hortulana",1,"2",83907.5085275841,176,40,20913.2775619761,0.23,0.03125
"1095","Upupa epops",3,"2",89635.9803373288,185,65,33601.1381290899,0.35,0.03125
"1096","Panurus biarmicus",2,"2",83907.5085275841,176,30,15397.4610420694,0.17,0.03125
"1097","Caprimulgus europaeus",2,"2",83907.5085275841,176,61,31567.6170639484,0.35,0.03125
"1098","Saxicola torquata",1,"2",83907.5085275841,176,111,53983.6139874461,0.63,0.03125
"1099","Porzana porzana",3,"2",89635.9803373288,185,45,24069.541156711,0.24,0.03125
"1100","Anas querquedula",3,"2",89635.9803373288,185,83,43111.911062342,0.45,0.03125
"1101","Tringa ochropus",1,"2",83907.5085275841,176,29,15028.3927921155,0.16,0.03125
"1102","Miliaria calandra",3,"2",89635.9803373288,185,133,66123.5197243926,0.72,0.03125
"1103","Dendrocopos medius",3,"2",89635.9803373288,185,132,67225.7221399217,0.71,0.03125
"1104","Circus pygargus",3,"2",89635.9803373288,185,115,60036.1317946371,0.62,0.03125
"1105","Perdix perdix",3,"2",89635.9803373288,185,127,66339.5187226312,0.69,0.03125
"1106","Riparia riparia",3,"2",89635.9803373288,185,81,42340.1584636645,0.44,0.03125
"1107","Riparia riparia",2,"2",83907.5085275841,176,90,46082.422679112,0.51,0.03125
"1108","Porzana parva",3,"2",89635.9803373288,185,28,14691.9984245279,0.15,0.03125
"1109","Ixobrychus minutus",1,"2",83907.5085275841,176,45,23191.1182650545,0.26,0.03125
"1110","Ixobrychus minutus",2,"2",83907.5085275841,176,46,23448.3515852755,0.26,0.03125
"1111","Botaurus stellaris",3,"2",89635.9803373288,185,34,17878.3290384038,0.18,0.03125
"1112","Acrocephalus arundinaceus",3,"2",89635.9803373288,185,132,68119.9882498784,0.71,0.03125
"1113","Locustella luscinioides",2,"2",83907.5085275841,176,93,47368.9956526303,0.53,0.03125
"1114","Ficedula parva",2,"2",83907.5085275841,176,100,48796.9774680007,0.57,0.03125
"1115","Chlidonias niger",2,"2",83907.5085275841,176,38,20099.5593591837,0.22,0.03125
"1116","Caprimulgus europaeus",1,"2",83907.5085275841,176,93,48129.780262491,0.53,0.03125
"1117","Locustella fluviatilis",1,"2",83907.5085275841,176,157,78219.4684817897,0.89,0.03125
"1118","Dendrocopos medius",1,"2",83907.5085275841,176,98,49260.2630035955,0.56,0.03125
"1119","Ciconia nigra",1,"2",83907.5085275841,176,159,76477.2850292905,0.9,0.03125
"1120","Upupa epops",2,"2",83907.5085275841,176,79,39924.6628919066,0.45,0.03125
"1121","Acrocephalus schoenobaenus",3,"2",89635.9803373288,185,123,64780.0601839558,0.66,0.03125
"1122","Remiz pendulinus",3,"2",89635.9803373288,185,80,42107.0925965689,0.43,0.03125
"1123","Ficedula albicollis",3,"2",89635.9803373288,185,128,64296.6971030587,0.69,0.03125
"1124","Dendrocopos medius",2,"2",83907.5085275841,176,111,57562.2949131204,0.63,0.03125
"1125","Acrocephalus arundinaceus",1,"2",83907.5085275841,176,121,61462.027150507,0.69,0.03125
"1126","Luscinia megarhynchos",1,"2",83907.5085275841,176,111,56104.3375530631,0.63,0.03125
"1127","Tyto alba",3,"2",89635.9803373288,185,67,35167.4023527429,0.36,0.03125
"1128","Sylvia nisoria",3,"2",89635.9803373288,185,108,54894.5083769518,0.58,0.03125
"1129","Athene noctua",3,"2",89635.9803373288,185,34,18002.4887919489,0.18,0.03125
"1130","Falco peregrinus",2,"2",83907.5085275841,176,37,17978.4360716222,0.21,0.03125
"1131","Netta rufina",3,"2",89635.9803373288,185,40,21327.1730299632,0.22,0.03125
"1132","Ficedula parva",3,"2",89635.9803373288,185,82,41411.3169987424,0.44,0.03125
"1133","Falco subbuteo",2,"2",83907.5085275841,176,120,58400.4363781779,0.68,0.03125
"1134","Tetrastes bonasia",3,"2",89635.9803373288,185,34,17472.6319532322,0.18,0.03125
"1135","Mergus merganser",3,"2",89635.9803373288,185,68,34966.7721148976,0.37,0.03125
"1136","Oenanthe oenanthe",1,"2",83907.5085275841,176,117,59497.3734732986,0.66,0.03125
"1137","Lyrurus tetrix",3,"2",89635.9803373288,185,22,10369.5797483698,0.12,0.03125
"1138","Carpodacus erythrinus",2,"2",83907.5085275841,176,71,32868.3141430268,0.4,0.03125
"1139","Carpodacus erythrinus",3,"2",89635.9803373288,185,58,29773.445544683,0.31,0.03125
"1140","Phylloscopus trochiloides",3,"2",89635.9803373288,185,17,8109.35423457667,0.09,0.03125
"1141","Turdus torquatus",3,"2",89635.9803373288,185,31,14816.2332641089,0.17,0.03125
"1142","Tetrao tetrix",2,"2",83907.5085275841,176,35,14909.7523974838,0.2,0.03125
"1143","Turdus iliacus",1,"2",83907.5085275841,176,18,8784.59184449105,0.1,0.03125
"1144","Aix galericulata",3,"2",89635.9803373288,185,19,9924.12178049993,0.1,0.03125
"1145","Asio flammeus",3,"2",89635.9803373288,185,22,11772.0572498063,0.12,0.03125
"1146","Falco cherrug",3,"2",89635.9803373288,185,12,6338.90279279273,0.06,0.03125
"1147","Bonasa bonasia",2,"2",83907.5085275841,176,36,16250.0385035278,0.2,0.03125
"1148","Aquila pomarina",3,"2",89635.9803373288,185,17,8988.32069638724,0.09,0.03125
"1149","Circus pygargus",1,"2",83907.5085275841,176,35,18080.4812562024,0.2,0.03125
"1150","Tetrao urogallus",1,"2",83907.5085275841,176,23,9929.90414718941,0.13,0.03125
"1151","Bucephala clangula",3,"2",89635.9803373288,185,37,19613.4783352468,0.2,0.03125
"1152","Netta rufina",2,"2",83907.5085275841,176,40,20469.0487561574,0.23,0.03125
"1153","Bucephala clangula",1,"2",83907.5085275841,176,13,6726.26974255347,0.07,0.03125
"1154","Phalacrocorax carbo",1,"2",83907.5085275841,176,27,13715.0136281996,0.15,0.03125
"1155","Caprimulgus europaeus",3,"2",89635.9803373288,185,31,16196.211486479,0.17,0.03125
"1156","Corvus frugilegus",1,"2",83907.5085275841,176,50,24964.6011099534,0.28,0.03125
"1157","Galerida cristata",2,"2",83907.5085275841,176,70,36834.3886748129,0.4,0.03125
"1158","Corvus frugilegus",2,"2",83907.5085275841,176,44,21591.7094949599,0.25,0.03125
"1159","Haliaeetus albicilla",1,"2",83907.5085275841,176,13,6433.07906346538,0.07,0.03125
"1160","Dendrocopos syriacus",2,"2",83907.5085275841,176,37,18850.8616850002,0.21,0.03125
"1161","Emberiza hortulana",2,"2",83907.5085275841,176,32,16121.651931431,0.18,0.03125
"1162","Luscinia luscinia",2,"2",83907.5085275841,176,12,6035.80756038675,0.07,0.03125
"1163","Sterna hirundo",2,"2",83907.5085275841,176,44,22340.0927624,0.25,0.03125
"1164","Merops apiaster",3,"2",89635.9803373288,185,39,20487.5690304769,0.21,0.03125
"1165","Podiceps grisegena",2,"2",83907.5085275841,176,17,9083.65720170663,0.1,0.03125
"1166","Nycticorax nycticorax",2,"2",83907.5085275841,176,26,12816.2075471508,0.15,0.03125
"1167","Acrocephalus paludicola",2,"2",83907.5085275841,176,4,2154.91139808745,0.02,0.03125
"1168","Aythya nyroca",1,"2",83907.5085275841,176,15,8029.12904285043,0.09,0.03125
"1169","Podiceps grisegena",3,"2",89635.9803373288,185,3,1206.15832583864,0.02,0.03125
"1170","Pandion haliaetus",3,"2",89635.9803373288,185,18,9528.15796498031,0.1,0.03125
"1171","Larus canus",2,"2",83907.5085275841,176,13,6284.97888273114,0.07,0.03125
"1172","Egretta garzetta",2,"2",83907.5085275841,176,9,4737.6053437023,0.05,0.03125
"1173","Pandion haliaetus",2,"2",83907.5085275841,176,24,12291.2391080507,0.14,0.03125
"1174","Emberiza hortulana",3,"2",89635.9803373288,185,26,12628.9831939693,0.14,0.03125
"1175","Podiceps grisegena",1,"2",83907.5085275841,176,19,9754.61847970883,0.11,0.03125
"1176","Anas acuta",2,"2",83907.5085275841,176,10,5100.32826249314,0.06,0.03125
"1177","Otus scops",3,"2",89635.9803373288,185,5,2690.8463540795,0.03,0.03125
"1178","Acrocephalus paludicola",3,"2",89635.9803373288,185,2,1063.30515781849,0.01,0.03125
"1179","Corvus frugilegus",3,"2",89635.9803373288,185,34,17307.6374173293,0.18,0.03125
"1180","Limosa limosa",1,"2",83907.5085275841,176,30,15323.698872598,0.17,0.03125
"1181","Dendrocopos syriacus",3,"2",89635.9803373288,185,31,16144.4746802772,0.17,0.03125
"1182","Lanius senator",1,"2",83907.5085275841,176,7,3752.00261264899,0.04,0.03125
"1183","Luscinia luscinia",3,"2",89635.9803373288,185,16,8543.25339950611,0.09,0.03125
"1184","Porzana parva",1,"2",83907.5085275841,176,8,4002.25065652914,0.05,0.03125
"1185","Mergus merganser",2,"2",83907.5085275841,176,15,7235.8597151966,0.09,0.03125
"1186","Acrocephalus melanopogon",3,"2",89635.9803373288,185,2,1074.12243922165,0.01,0.03125
"1187","Chlidonias niger",3,"2",89635.9803373288,185,24,12760.0932946349,0.13,0.03125
"1188","Sterna hirundo",3,"2",89635.9803373288,185,42,22344.8311366025,0.23,0.03125
"1189","Turdus torquatus",1,"2",83907.5085275841,176,36,15793.222837029,0.2,0.03125
"1190","Turdus torquatus",2,"2",83907.5085275841,176,38,16320.7270363739,0.22,0.03125
"1191","Anthus spinoletta",3,"2",89635.9803373288,185,9,4243.14228750134,0.05,0.03125
"1192","Phylloscopus trochiloides",2,"2",83907.5085275841,176,7,3170.28841464215,0.04,0.03125
"1193","Anthus spinoletta",1,"2",83907.5085275841,176,8,3580.75665102353,0.05,0.03125
"1194","Prunella collaris",2,"2",83907.5085275841,176,6,2636.58380382981,0.03,0.03125
"1195","Anthus spinoletta",2,"2",83907.5085275841,176,8,3585.15753361667,0.05,0.03125
"1196","Phylloscopus trochiloides",1,"2",83907.5085275841,176,7,3480.02706705063,0.04,0.03125
"1197","Prunella collaris",3,"2",89635.9803373288,185,4,1712.90586083162,0.02,0.03125
"1198","Prunella collaris",1,"2",83907.5085275841,176,5,1716.20636644771,0.03,0.03125
"1199","Bonasa bonasia",1,"2",83907.5085275841,176,35,15879.9737779307,0.2,0.03125
"1200","Dendrocopos leucotos",2,"2",83907.5085275841,176,24,11196.8155571274,0.14,0.03125
"1201","Limosa limosa",3,"2",89635.9803373288,185,6,3094.05893486244,0.03,0.03125
"1202","Aquila pomarina",2,"2",83907.5085275841,176,14,6708.5997949024,0.08,0.03125
"1203","Chlidonias hybrida",3,"2",89635.9803373288,185,5,2695.24874754103,0.03,0.03125
"1204","Nycticorax nycticorax",3,"2",89635.9803373288,185,35,18601.4776628962,0.19,0.03125
"1205","Gavia arctica",2,"2",83907.5085275841,176,2,1065.41450615825,0.01,0.03125
"1206","Circus macrourus",3,"2",89635.9803373288,185,1,538.186871923304,0.01,0.03125
"1207","Aix sponsa",3,"2",89635.9803373288,185,7,3355.92684494494,0.04,0.03125
"1208","Lanius minor",1,"2",83907.5085275841,176,5,2439.91943434888,0.03,0.03125
"1209","Anthus campestris",2,"2",83907.5085275841,176,11,5850.05260085195,0.06,0.03125
"1210","Galerida cristata",3,"2",89635.9803373288,185,35,17874.7908309233,0.19,0.03125
"1211","Dendrocopos syriacus",1,"2",83907.5085275841,176,20,10253.4387755341,0.11,0.03125
"1212","Anas penelope",3,"2",89635.9803373288,185,7,3734.55248059742,0.04,0.03125
"1213","Coracius garrulus",1,"2",83907.5085275841,176,13,6615.48539720831,0.07,0.03125
"1214","Ardea purpurea",2,"2",83907.5085275841,176,16,8097.79335525886,0.09,0.03125
"1215","Netta rufina",1,"2",83907.5085275841,176,18,9320.70319151593,0.1,0.03125
"1216","Anas acuta",3,"2",89635.9803373288,185,6,2809.70487229804,0.03,0.03125
"1217","Anas penelope",2,"2",83907.5085275841,176,3,1601.51236612465,0.02,0.03125
"1218","Aythya nyroca",3,"2",89635.9803373288,185,8,4309.64029099157,0.04,0.03125
"1219","Himantopus himantopus",3,"2",89635.9803373288,185,13,6621.85334087391,0.07,0.03125
"1220","Falco peregrinus",1,"2",83907.5085275841,176,19,8695.3718105319,0.11,0.03125
"1221","Nycticorax nycticorax",1,"2",83907.5085275841,176,18,9446.90315151569,0.1,0.03125
"1222","Tetrao urogallus",2,"2",83907.5085275841,176,19,8445.5372027961,0.11,0.03125
"1223","Aquila pomarina",1,"2",83907.5085275841,176,11,4952.78501278149,0.06,0.03125
"1224","Charadrius morinellus",2,"2",83907.5085275841,176,1,130.851825030079,0.01,0.03125
"1225","Motacilla citreola",3,"2",89635.9803373288,185,2,806.360557071048,0.01,0.03125
"1226","Charadrius morinellus",1,"2",83907.5085275841,176,2,662.507679757053,0.01,0.03125
"1227","Motacilla citreola",2,"2",83907.5085275841,176,5,2281.41686206159,0.03,0.03125
"1228","Falco cherrug",2,"2",83907.5085275841,176,14,6193.52447823791,0.08,0.03125
"1229","Falco cherrug",1,"2",83907.5085275841,176,9,3530.89088698899,0.05,0.03125
"1230","Coracias garrulus",3,"2",89635.9803373288,185,2,1069.81574986899,0.01,0.03125
"1231","Numenius arquata",1,"2",83907.5085275841,176,18,8766.63341453764,0.1,0.03125
"1232","Syrmaticus reevesii",3,"2",89635.9803373288,185,8,4305.36756501626,0.04,0.03125
"1233","Larus melanocephalus",3,"2",89635.9803373288,185,20,10624.8519254597,0.11,0.03125
"1234","Egretta garzetta",3,"2",89635.9803373288,185,10,5412.05016546355,0.05,0.03125
"1235","Turdus iliacus",3,"2",89635.9803373288,185,9,4697.81766546815,0.05,0.03125
"1236","Larus melanocephalus",1,"2",83907.5085275841,176,4,2016.32128152081,0.02,0.03125
"1237","Ardea purpurea",1,"2",83907.5085275841,176,8,4186.33058349249,0.05,0.03125
"1238","Recurvirostra avosetta",3,"2",89635.9803373288,185,11,5552.03820796554,0.06,0.03125
"1239","Sterna albifrons",2,"2",83907.5085275841,176,3,1495.52308950359,0.02,0.03125
"1240","Otis tarda",3,"2",89635.9803373288,185,1,544.656996550812,0.01,0.03125
"1241","Burhinus oedicnemus",1,"2",83907.5085275841,176,2,1087.16424356524,0.01,0.03125
"1242","Anthus campestris",1,"2",83907.5085275841,176,15,7881.68069065056,0.09,0.03125
"1243","Merops apiaster",1,"2",83907.5085275841,176,11,5939.3053276243,0.06,0.03125
"1244","Merops apiaster",2,"2",83907.5085275841,176,13,6765.33651789367,0.07,0.03125
"1245","Otis tarda",1,"2",83907.5085275841,176,2,1087.16448610233,0.01,0.03125
"1246","Aquila heliaca",3,"2",89635.9803373288,185,8,3671.258402442,0.04,0.03125
"1247","Chlidonias hybridus",2,"2",83907.5085275841,176,4,2150.55096824932,0.02,0.03125
"1248","Ardea purpurea",3,"2",89635.9803373288,185,8,4309.63318265208,0.04,0.03125
"1249","Anas acuta",1,"2",83907.5085275841,176,9,4821.85042920198,0.05,0.03125
"1250","Falco vespertinus",1,"2",83907.5085275841,176,3,1478.21549878328,0.02,0.03125
"1251","Larus canus",1,"2",83907.5085275841,176,7,3502.43256094856,0.04,0.03125
"1252","Recurvirostra avosetta",1,"2",83907.5085275841,176,2,937.824020504923,0.01,0.03125
"1253","Otus scops",2,"2",83907.5085275841,176,4,1214.30893967906,0.02,0.03125
"1254","Larus cachinnans",2,"2",83907.5085275841,176,4,2011.97396655337,0.02,0.03125
"1255","Platalea leucorodia",1,"2",83907.5085275841,176,3,1493.37314746647,0.02,0.03125
"1256","Platalea leucorodia",2,"2",83907.5085275841,176,10,4749.80885499422,0.06,0.03125
"1257","Mergus merganser",1,"2",83907.5085275841,176,6,2929.17897827079,0.03,0.03125
"1258","Aythya nyroca",2,"2",83907.5085275841,176,6,3103.57950643125,0.03,0.03125
"1259","Larus canus",3,"2",89635.9803373288,185,6,3218.04753775842,0.03,0.03125
"1260","Recurvirostra avosetta",2,"2",83907.5085275841,176,5,2574.07367001735,0.03,0.03125
"1261","Streptopelia orientalis",3,"2",89635.9803373288,185,1,544.657241459998,0.01,0.03125
"1262","Luscinia luscinia",1,"2",83907.5085275841,176,7,3637.43416411862,0.04,0.03125
"1263","Dendrocopos leucotos",1,"2",83907.5085275841,176,22,9962.29931993751,0.12,0.03125
"1264","Aquila heliaca",2,"2",83907.5085275841,176,3,1224.86908026034,0.02,0.03125
