"","verbatim_name","tp","cell_grouping","Total_area","Total_Ncells","occupancy_Ncells","AOO","relative_occupancy_Ncells","scale"
"1","Sitta europaea",3,"1",89635.9803373288,671,653,87236.9528859228,0.97,0.015625
"2","Oriolus oriolus",3,"1",89635.9803373288,671,505,67465.9608066489,0.75,0.015625
"3","Motacilla alba",3,"1",89635.9803373288,671,658,87893.7516173044,0.98,0.015625
"4","Sylvia curruca",3,"1",89635.9803373288,671,625,83479.7523257101,0.93,0.015625
"5","Apus apus",3,"1",89635.9803373288,671,599,80024.2009172208,0.89,0.015625
"6","Passer domesticus",3,"1",89635.9803373288,671,631,84286.4821545484,0.94,0.015625
"7","Lanius collurio",3,"1",89635.9803373288,671,646,86299.0908873974,0.96,0.015625
"8","Alauda arvensis",3,"1",89635.9803373288,671,647,86418.3657191232,0.96,0.015625
"9","Ciconia nigra",3,"1",89635.9803373288,671,497,66384.9524442062,0.74,0.015625
"10","Hippolais icterina",3,"1",89635.9803373288,671,568,75916.610195961,0.85,0.015625
"11","Grus grus",3,"1",89635.9803373288,671,153,20327.3082022708,0.23,0.015625
"12","Sylvia atricapilla",3,"1",89635.9803373288,671,664,88702.2549227657,0.99,0.015625
"13","Phylloscopus collybita",3,"1",89635.9803373288,671,665,88834.4335321358,0.99,0.015625
"14","Falco tinnunculus",3,"1",89635.9803373288,671,635,84810.4880832414,0.95,0.015625
"15","Pyrrhula pyrrhula",3,"1",89635.9803373288,671,532,71004.6778785916,0.79,0.015625
"16","Sturnus vulgaris",3,"1",89635.9803373288,671,654,87355.530332447,0.97,0.015625
"17","Carduelis spinus",3,"1",89635.9803373288,671,494,65980.4764542456,0.74,0.015625
"18","Parus palustris",3,"1",89635.9803373288,671,569,76028.5653805389,0.85,0.015625
"19","Parus cristatus",3,"1",89635.9803373288,671,551,73575.4300509666,0.82,0.015625
"20","Haliaeetus albicilla",3,"1",89635.9803373288,671,230,30797.7776417985,0.34,0.015625
"21","Turdus pilaris",3,"1",89635.9803373288,671,596,79623.6336283592,0.89,0.015625
"22","Crex crex",3,"1",89635.9803373288,671,373,49792.818059613,0.56,0.015625
"23","Columba palumbus",3,"1",89635.9803373288,671,664,88708.2305844317,0.99,0.015625
"24","Troglodytes troglodytes",3,"1",89635.9803373288,671,653,87231.9595903679,0.97,0.015625
"25","Streptopelia turtur",3,"1",89635.9803373288,671,587,78416.8734789522,0.87,0.015625
"26","Acrocephalus palustris",3,"1",89635.9803373288,671,578,77223.8630380615,0.86,0.015625
"27","Phoenicurus ochruros",3,"1",89635.9803373288,671,651,86955.9177899621,0.97,0.015625
"28","Saxicola torquata",3,"1",89635.9803373288,671,334,44657.5621836463,0.5,0.015625
"29","Turdus philomelos",3,"1",89635.9803373288,671,664,88698.4719317331,0.99,0.015625
"30","Emberiza citrinella",3,"1",89635.9803373288,671,658,87894.519904748,0.98,0.015625
"31","Garrulus glandarius",3,"1",89635.9803373288,671,655,87501.3661117319,0.98,0.015625
"32","Turdus merula",3,"1",89635.9803373288,671,666,88965.3260437873,0.99,0.015625
"33","Saxicola rubetra",3,"1",89635.9803373288,671,534,71308.2110074702,0.8,0.015625
"34","Prunella modularis",3,"1",89635.9803373288,671,632,84408.1317088191,0.94,0.015625
"35","Delichon urbica",3,"1",89635.9803373288,671,626,83631.7496617065,0.93,0.015625
"36","Serinus serinus",3,"1",89635.9803373288,671,620,82842.5971845851,0.92,0.015625
"37","Ficedula hypoleuca",3,"1",89635.9803373288,671,285,37938.2215940066,0.42,0.015625
"38","Cuculus canorus",3,"1",89635.9803373288,671,627,83764.463338139,0.93,0.015625
"39","Hirundo rustica",3,"1",89635.9803373288,671,648,86551.884841452,0.97,0.015625
"40","Motacilla cinerea",3,"1",89635.9803373288,671,612,81732.849339704,0.91,0.015625
"41","Passer montanus",3,"1",89635.9803373288,671,618,82555.5894606094,0.92,0.015625
"42","Certhia familiaris",3,"1",89635.9803373288,671,619,82695.4390863573,0.92,0.015625
"43","Pica pica",3,"1",89635.9803373288,671,605,80805.250535712,0.9,0.015625
"44","Pernis apivorus",3,"1",89635.9803373288,671,393,52512.2709315924,0.59,0.015625
"45","Actitis hypoleucos",3,"1",89635.9803373288,671,179,23955.3860467511,0.27,0.015625
"46","Milvus milvus",3,"1",89635.9803373288,671,345,45997.1127028197,0.51,0.015625
"47","Anthus trivialis",3,"1",89635.9803373288,671,619,82680.8394135361,0.92,0.015625
"48","Erithacus rubecula",3,"1",89635.9803373288,671,662,88433.4666511717,0.99,0.015625
"49","Columba livia",3,"1",89635.9803373288,671,466,62221.9522143362,0.69,0.015625
"50","Alcedo atthis",3,"1",89635.9803373288,671,464,62032.063299391,0.69,0.015625
"51","Buteo buteo",3,"1",89635.9803373288,671,657,87759.0607938452,0.98,0.015625
"52","Parus ater",3,"1",89635.9803373288,671,616,82256.3068597778,0.92,0.015625
"53","Dendrocopos major",3,"1",89635.9803373288,671,661,88297.1790555745,0.99,0.015625
"54","Phylloscopus trochilus",3,"1",89635.9803373288,671,648,86553.7015955954,0.97,0.015625
"55","Regulus ignicapillus",3,"1",89635.9803373288,671,587,78391.2388029507,0.87,0.015625
"56","Muscicapa striata",3,"1",89635.9803373288,671,592,79118.6017091291,0.88,0.015625
"57","Ardea cinerea",3,"1",89635.9803373288,671,418,55891.0111726865,0.62,0.015625
"58","Parus major",3,"1",89635.9803373288,671,663,88566.7924282576,0.99,0.015625
"59","Locustella fluviatilis",3,"1",89635.9803373288,671,495,66206.4432121408,0.74,0.015625
"60","Locustella naevia",3,"1",89635.9803373288,671,526,70303.4282198639,0.78,0.015625
"61","Picus viridis",3,"1",89635.9803373288,671,627,83776.4997387026,0.93,0.015625
"62","Corvus corax",3,"1",89635.9803373288,671,633,84552.0822305858,0.94,0.015625
"63","Coccothraustes coccothraustes",3,"1",89635.9803373288,671,610,81504.9412629178,0.91,0.015625
"64","Phoenicurus phoenicurus",3,"1",89635.9803373288,671,617,82387.5648766005,0.92,0.015625
"65","Anthus pratensis",3,"1",89635.9803373288,671,324,43231.0631241829,0.48,0.015625
"66","Dendrocopos minor",3,"1",89635.9803373288,671,454,60717.2376704887,0.68,0.015625
"67","Carduelis carduelis",3,"1",89635.9803373288,671,646,86296.1216678518,0.96,0.015625
"68","Parus caeruleus",3,"1",89635.9803373288,671,653,87229.0477167877,0.97,0.015625
"69","Turdus viscivorus",3,"1",89635.9803373288,671,649,86700.6163738531,0.97,0.015625
"70","Carduelis cannabina",3,"1",89635.9803373288,671,625,83470.5225855792,0.93,0.015625
"71","Jynx torquilla",3,"1",89635.9803373288,671,511,68317.5536228235,0.76,0.015625
"72","Luscinia megarhynchos",3,"1",89635.9803373288,671,330,44077.8842186723,0.49,0.015625
"73","Sylvia communis",3,"1",89635.9803373288,671,653,87233.8745589373,0.97,0.015625
"74","Acrocephalus scirpaceus",3,"1",89635.9803373288,671,444,59338.2659656214,0.66,0.015625
"75","Regulus regulus",3,"1",89635.9803373288,671,604,80666.5986863022,0.9,0.015625
"76","Aegithalos caudatus",3,"1",89635.9803373288,671,563,75202.2988601304,0.84,0.015625
"77","Carduelis chloris",3,"1",89635.9803373288,671,644,86021.0861693122,0.96,0.015625
"78","Fringilla coelebs",3,"1",89635.9803373288,671,665,88833.3714944162,0.99,0.015625
"79","Cygnus olor",3,"1",89635.9803373288,671,437,58438.5759425789,0.65,0.015625
"80","Sylvia borin",3,"1",89635.9803373288,671,605,80777.6527253465,0.9,0.015625
"81","Picus canus",3,"1",89635.9803373288,671,533,71261.5298961888,0.79,0.015625
"82","Milvus migrans",3,"1",89635.9803373288,671,182,24306.5398162303,0.27,0.015625
"83","Dryocopus martius",3,"1",89635.9803373288,671,638,85241.5072748726,0.95,0.015625
"84","Coturnix coturnix",3,"1",89635.9803373288,671,537,71759.9589175119,0.8,0.015625
"85","Anas platyrhynchos",3,"1",89635.9803373288,671,631,84289.7250543292,0.94,0.015625
"86","Saxicola rubetra",1,"1",83907.5085275841,628,543,72553.2420302333,0.86,0.015625
"87","Ciconia ciconia",1,"1",83907.5085275841,628,429,57424.4137309623,0.68,0.015625
"88","Acrocephalus palustris",1,"1",83907.5085275841,628,542,72444.8406020999,0.86,0.015625
"89","Alauda arvensis",1,"1",83907.5085275841,628,627,83776.3804420608,1,0.015625
"90","Podiceps cristatus",3,"1",89635.9803373288,671,320,42790.4129762133,0.48,0.015625
"91","Ardea cinerea",2,"1",83907.5085275841,628,398,53230.4850427246,0.63,0.015625
"92","Haliaeetus albicilla",2,"1",83907.5085275841,628,83,11118.5712666786,0.13,0.015625
"93","Phylloscopus trochilus",1,"1",83907.5085275841,628,616,82299.0488864497,0.98,0.015625
"94","Columba palumbus",2,"1",83907.5085275841,628,626,83640.336698462,1,0.015625
"95","Coturnix coturnix",2,"1",83907.5085275841,628,587,78443.281162437,0.93,0.015625
"96","Acrocephalus scirpaceus",2,"1",83907.5085275841,628,452,60431.5166784961,0.72,0.015625
"97","Strix aluco",3,"1",89635.9803373288,671,575,76830.5835558534,0.86,0.015625
"98","Acrocephalus palustris",2,"1",83907.5085275841,628,576,76978.2842144061,0.92,0.015625
"99","Parus ater",2,"1",83907.5085275841,628,594,79355.2250956358,0.95,0.015625
"100","Ficedula albicollis",1,"1",83907.5085275841,628,301,40301.8713330917,0.48,0.015625
"101","Dendrocopos medius",3,"1",89635.9803373288,671,326,43603.5337223322,0.49,0.015625
"102","Parus cristatus",2,"1",83907.5085275841,628,533,71199.9946218312,0.85,0.015625
"103","Turdus pilaris",2,"1",83907.5085275841,628,590,78843.4158304635,0.94,0.015625
"104","Falco tinnunculus",2,"1",83907.5085275841,628,624,83371.5329036463,0.99,0.015625
"105","Alcedo atthis",2,"1",83907.5085275841,628,505,67512.6180352925,0.8,0.015625
"106","Acrocephalus arundinaceus",2,"1",83907.5085275841,628,252,33714.376461846,0.4,0.015625
"107","Picus viridis",1,"1",83907.5085275841,628,564,75370.5098660993,0.9,0.015625
"108","Ciconia ciconia",2,"1",83907.5085275841,628,450,60236.5190879001,0.72,0.015625
"109","Vanellus vanellus",1,"1",83907.5085275841,628,563,75250.8954311498,0.9,0.015625
"110","Cinclus cinclus",3,"1",89635.9803373288,671,351,46825.0626724655,0.52,0.015625
"111","Serinus serinus",1,"1",83907.5085275841,628,623,83240.9623055049,0.99,0.015625
"112","Parus montanus",2,"1",83907.5085275841,628,492,65719.1443601394,0.78,0.015625
"113","Passer domesticus",1,"1",83907.5085275841,628,626,83644.9773059794,1,0.015625
"114","Certhia brachydactyla",1,"1",83907.5085275841,628,407,54380.5037897241,0.65,0.015625
"115","Jynx torquilla",2,"1",83907.5085275841,628,432,57819.3898250743,0.69,0.015625
"116","Strix aluco",2,"1",83907.5085275841,628,563,75244.6892538398,0.9,0.015625
"117","Parus caeruleus",2,"1",83907.5085275841,628,627,83772.2858537761,1,0.015625
"118","Anas platyrhynchos",1,"1",83907.5085275841,628,595,79503.3055729725,0.95,0.015625
"119","Circus aeruginosus",2,"1",83907.5085275841,628,495,66175.0854607848,0.79,0.015625
"120","Cygnus olor",2,"1",83907.5085275841,628,449,60026.1097750416,0.71,0.015625
"121","Anas platyrhynchos",2,"1",83907.5085275841,628,609,81366.5584600616,0.97,0.015625
"122","Ciconia nigra",1,"1",83907.5085275841,628,390,52175.0278774683,0.62,0.015625
"123","Locustella fluviatilis",2,"1",83907.5085275841,628,527,70466.1851769886,0.84,0.015625
"124","Regulus regulus",1,"1",83907.5085275841,628,575,76838.0577296127,0.92,0.015625
"125","Carduelis cannabina",2,"1",83907.5085275841,628,602,80453.7317989868,0.96,0.015625
"126","Accipiter gentilis",2,"1",83907.5085275841,628,563,75240.7810005811,0.9,0.015625
"127","Phasianus colchicus",1,"1",83907.5085275841,628,584,78048.4244591136,0.93,0.015625
"128","Sturnus vulgaris",1,"1",83907.5085275841,628,625,83505.9188578597,1,0.015625
"129","Garrulus glandarius",1,"1",83907.5085275841,628,615,82168.9999642558,0.98,0.015625
"130","Aegithalos caudatus",1,"1",83907.5085275841,628,570,76161.0406773723,0.91,0.015625
"131","Podiceps cristatus",1,"1",83907.5085275841,628,375,50141.4779658741,0.6,0.015625
"132","Certhia brachydactyla",2,"1",83907.5085275841,628,436,58253.7311040904,0.69,0.015625
"133","Tachybaptus ruficollis",1,"1",83907.5085275841,628,431,57641.9068463031,0.69,0.015625
"134","Gallinula chloropus",1,"1",83907.5085275841,628,416,55613.3207420132,0.66,0.015625
"135","Sturnus vulgaris",2,"1",83907.5085275841,628,625,83502.1301497391,1,0.015625
"136","Sylvia communis",1,"1",83907.5085275841,628,614,82031.2775793984,0.98,0.015625
"137","Erithacus rubecula",2,"1",83907.5085275841,628,627,83774.4578903555,1,0.015625
"138","Delichon urbica",1,"1",83907.5085275841,628,627,83774.4580168468,1,0.015625
"139","Miliaria calandra",1,"1",83907.5085275841,628,137,18252.7593329604,0.22,0.015625
"140","Columba livia",2,"1",83907.5085275841,628,496,66255.2103277118,0.79,0.015625
"141","Streptopelia decaocto",2,"1",83907.5085275841,628,610,81510.0901824739,0.97,0.015625
"142","Aythya fuligula",2,"1",83907.5085275841,628,449,60017.199706213,0.71,0.015625
"143","Sylvia communis",2,"1",83907.5085275841,628,616,82310.7094044467,0.98,0.015625
"144","Passer montanus",2,"1",83907.5085275841,628,592,79100.7724053243,0.94,0.015625
"145","Streptopelia turtur",2,"1",83907.5085275841,628,596,79666.2466566971,0.95,0.015625
"146","Corvus corone",3,"1",89635.9803373288,671,552,73772.0965864566,0.82,0.015625
"147","Carduelis chloris",2,"1",83907.5085275841,628,628,83907.5085275841,1,0.015625
"148","Egretta alba",3,"1",89635.9803373288,671,68,9119.98082814807,0.1,0.015625
"149","Accipiter nisus",2,"1",83907.5085275841,628,599,80030.1356172906,0.95,0.015625
"150","Sylvia atricapilla",1,"1",83907.5085275841,628,627,83776.380425629,1,0.015625
"151","Charadrius dubius",2,"1",83907.5085275841,628,375,50118.0474744593,0.6,0.015625
"152","Gallinula chloropus",3,"1",89635.9803373288,671,393,52572.1839267508,0.59,0.015625
"153","Parus palustris",1,"1",83907.5085275841,628,555,74147.6271275135,0.88,0.015625
"154","Delichon urbica",2,"1",83907.5085275841,628,627,83769.8042246978,1,0.015625
"155","Buteo buteo",2,"1",83907.5085275841,628,626,83637.6186350999,1,0.015625
"156","Carduelis spinus",1,"1",83907.5085275841,628,460,61436.4825205458,0.73,0.015625
"157","Erithacus rubecula",1,"1",83907.5085275841,628,623,83244.9953734393,0.99,0.015625
"158","Fulica atra",1,"1",83907.5085275841,628,501,66959.9834523161,0.8,0.015625
"159","Fringilla coelebs",2,"1",83907.5085275841,628,628,83907.5085275841,1,0.015625
"160","Saxicola rubetra",2,"1",83907.5085275841,628,525,70115.2723213976,0.84,0.015625
"161","Tachybaptus ruficollis",2,"1",83907.5085275841,628,423,56578.6169455274,0.67,0.015625
"162","Apus apus",2,"1",83907.5085275841,628,613,81890.3108749582,0.98,0.015625
"163","Buteo buteo",1,"1",83907.5085275841,628,627,83775.5539576502,1,0.015625
"164","Streptopelia decaocto",1,"1",83907.5085275841,628,614,82057.797047018,0.98,0.015625
"165","Pica pica",1,"1",83907.5085275841,628,589,78714.7096290638,0.94,0.015625
"166","Carduelis cannabina",1,"1",83907.5085275841,628,578,77264.4168536936,0.92,0.015625
"167","Phylloscopus sibilatrix",1,"1",83907.5085275841,628,557,74445.3474383528,0.89,0.015625
"168","Ficedula parva",1,"1",83907.5085275841,628,148,19765.5877835327,0.24,0.015625
"169","Gallinago gallinago",2,"1",83907.5085275841,628,240,32074.2540445938,0.38,0.015625
"170","Lullula arborea",2,"1",83907.5085275841,628,195,26074.3754412924,0.31,0.015625
"171","Corvus corone",2,"1",83907.5085275841,628,576,76962.9937994892,0.92,0.015625
"172","Crex crex",2,"1",83907.5085275841,628,387,51661.6880436278,0.62,0.015625
"173","Turdus merula",2,"1",83907.5085275841,628,627,83775.5539788414,1,0.015625
"174","Accipiter gentilis",1,"1",83907.5085275841,628,577,77122.3816667135,0.92,0.015625
"175","Parus palustris",2,"1",83907.5085275841,628,579,77391.581039097,0.92,0.015625
"176","Alcedo atthis",1,"1",83907.5085275841,628,398,53216.1430257142,0.63,0.015625
"177","Coccothraustes coccothraustes",2,"1",83907.5085275841,628,591,78978.9166972827,0.94,0.015625
"178","Columba palumbus",1,"1",83907.5085275841,628,618,82579.5382030329,0.98,0.015625
"179","Emberiza schoeniclus",3,"1",89635.9803373288,671,462,61783.4379443606,0.69,0.015625
"180","Hirundo rustica",1,"1",83907.5085275841,628,628,83907.5085275841,1,0.015625
"181","Sylvia atricapilla",2,"1",83907.5085275841,628,627,83773.097218481,1,0.015625
"182","Milvus milvus",2,"1",83907.5085275841,628,178,23752.2451453853,0.28,0.015625
"183","Falco tinnunculus",1,"1",83907.5085275841,628,615,82166.5604847404,0.98,0.015625
"184","Dendrocopos minor",2,"1",83907.5085275841,628,497,66417.3532648897,0.79,0.015625
"185","Phylloscopus trochilus",2,"1",83907.5085275841,628,618,82581.4135540302,0.98,0.015625
"186","Corvus corone",1,"1",83907.5085275841,628,591,78978.3502605841,0.94,0.015625
"187","Charadrius dubius",1,"1",83907.5085275841,628,361,48252.1743479482,0.57,0.015625
"188","Locustella naevia",2,"1",83907.5085275841,628,552,73772.9347127779,0.88,0.015625
"189","Pyrrhula pyrrhula",2,"1",83907.5085275841,628,560,74773.1420898215,0.89,0.015625
"190","Sylvia curruca",2,"1",83907.5085275841,628,614,82027.4795161081,0.98,0.015625
"191","Streptopelia turtur",1,"1",83907.5085275841,628,598,79923.9335786964,0.95,0.015625
"192","Loxia curvirostra",2,"1",83907.5085275841,628,454,60670.7967902681,0.72,0.015625
"193","Phylloscopus collybita",2,"1",83907.5085275841,628,625,83512.4714970183,1,0.015625
"194","Turdus viscivorus",1,"1",83907.5085275841,628,523,69934.1301821025,0.83,0.015625
"195","Aythya fuligula",1,"1",83907.5085275841,628,441,58944.919931912,0.7,0.015625
"196","Hirundo rustica",2,"1",83907.5085275841,628,627,83776.6567026199,1,0.015625
"197","Carduelis carduelis",2,"1",83907.5085275841,628,623,83242.5956917449,0.99,0.015625
"198","Corvus monedula",1,"1",83907.5085275841,628,400,53459.9083726757,0.64,0.015625
"199","Turdus pilaris",1,"1",83907.5085275841,628,580,77504.7679241267,0.92,0.015625
"200","Apus apus",1,"1",83907.5085275841,628,604,80692.9590531526,0.96,0.015625
"201","Regulus regulus",2,"1",83907.5085275841,628,583,77876.2259554191,0.93,0.015625
"202","Motacilla cinerea",2,"1",83907.5085275841,628,591,78934.3499193226,0.94,0.015625
"203","Pyrrhula pyrrhula",1,"1",83907.5085275841,628,562,75054.7992987499,0.89,0.015625
"204","Circus aeruginosus",3,"1",89635.9803373288,671,499,66692.8647690721,0.74,0.015625
"205","Pica pica",2,"1",83907.5085275841,628,604,80691.6836190164,0.96,0.015625
"206","Alauda arvensis",2,"1",83907.5085275841,628,625,83503.2123271748,1,0.015625
"207","Serinus serinus",2,"1",83907.5085275841,628,625,83505.414575319,1,0.015625
"208","Gallinula chloropus",2,"1",83907.5085275841,628,422,56436.266542205,0.67,0.015625
"209","Turdus viscivorus",2,"1",83907.5085275841,628,586,78321.7905881718,0.93,0.015625
"210","Sitta europaea",2,"1",83907.5085275841,628,627,83775.8290153597,1,0.015625
"211","Circus aeruginosus",1,"1",83907.5085275841,628,372,49704.9936183463,0.59,0.015625
"212","Athene noctua",2,"1",83907.5085275841,628,168,22440.2678603893,0.27,0.015625
"213","Anthus trivialis",2,"1",83907.5085275841,628,604,80718.4689576899,0.96,0.015625
"214","Carpodacus erythrinus",2,"1",83907.5085275841,628,124,16552.3306808308,0.2,0.015625
"215","Aythya fuligula",3,"1",89635.9803373288,671,376,50258.3197824651,0.56,0.015625
"216","Muscicapa striata",2,"1",83907.5085275841,628,582,77799.2295195599,0.93,0.015625
"217","Ardea cinerea",1,"1",83907.5085275841,628,251,33597.7524642663,0.4,0.015625
"218","Strix aluco",1,"1",83907.5085275841,628,550,73512.4469921903,0.88,0.015625
"219","Cygnus olor",1,"1",83907.5085275841,628,450,60107.1875586707,0.72,0.015625
"220","Asio otus",2,"1",83907.5085275841,628,492,65790.0085688291,0.78,0.015625
"221","Turdus philomelos",1,"1",83907.5085275841,628,626,83644.4251375156,1,0.015625
"222","Lanius collurio",2,"1",83907.5085275841,628,625,83512.485500698,1,0.015625
"223","Phoenicurus ochruros",2,"1",83907.5085275841,628,627,83770.9422789278,1,0.015625
"224","Sylvia borin",2,"1",83907.5085275841,628,582,77750.4302571247,0.93,0.015625
"225","Cuculus canorus",2,"1",83907.5085275841,628,624,83373.6791759452,0.99,0.015625
"226","Picus canus",2,"1",83907.5085275841,628,433,57873.817032931,0.69,0.015625
"227","Emberiza schoeniclus",1,"1",83907.5085275841,628,462,61775.624819179,0.74,0.015625
"228","Cuculus canorus",1,"1",83907.5085275841,628,619,82705.4933909887,0.99,0.015625
"229","Motacilla alba",1,"1",83907.5085275841,628,626,83644.4251618039,1,0.015625
"230","Picus viridis",2,"1",83907.5085275841,628,588,78584.464362694,0.94,0.015625
"231","Ciconia nigra",2,"1",83907.5085275841,628,494,66007.6257763218,0.79,0.015625
"232","Certhia familiaris",2,"1",83907.5085275841,628,594,79392.5359801583,0.95,0.015625
"233","Corvus monedula",2,"1",83907.5085275841,628,285,38076.0822156883,0.45,0.015625
"234","Motacilla alba",2,"1",83907.5085275841,628,628,83907.5085275841,1,0.015625
"235","Prunella modularis",2,"1",83907.5085275841,628,613,81905.5546850913,0.98,0.015625
"236","Phylloscopus collybita",1,"1",83907.5085275841,628,624,83368.5340302618,0.99,0.015625
"237","Parus cristatus",1,"1",83907.5085275841,628,535,71457.7678481178,0.85,0.015625
"238","Phoenicurus ochruros",1,"1",83907.5085275841,628,628,83907.5085275841,1,0.015625
"239","Ficedula hypoleuca",2,"1",83907.5085275841,628,341,45427.3435434315,0.54,0.015625
"240","Corvus corax",1,"1",83907.5085275841,628,284,37784.1159936253,0.45,0.015625
"241","Lanius collurio",1,"1",83907.5085275841,628,621,82974.3486482382,0.99,0.015625
"242","Parus ater",1,"1",83907.5085275841,628,583,77877.3331873732,0.93,0.015625
"243","Phoenicurus phoenicurus",2,"1",83907.5085275841,628,597,79762.8123144704,0.95,0.015625
"244","Dryocopus martius",2,"1",83907.5085275841,628,599,80043.4505891446,0.95,0.015625
"245","Certhia familiaris",1,"1",83907.5085275841,628,555,74156.2531602768,0.88,0.015625
"246","Muscicapa striata",1,"1",83907.5085275841,628,555,74175.4017964876,0.88,0.015625
"247","Glaucidium passerinum",2,"1",83907.5085275841,628,246,32866.2203600656,0.39,0.015625
"248","Bubo bubo",3,"1",89635.9803373288,671,391,52262.3965297911,0.58,0.015625
"249","Anthus pratensis",2,"1",83907.5085275841,628,335,44747.1354482215,0.53,0.015625
"250","Carduelis spinus",2,"1",83907.5085275841,628,473,63157.9309055104,0.75,0.015625
"251","Sitta europaea",1,"1",83907.5085275841,628,622,83110.8927532307,0.99,0.015625
"252","Asio otus",1,"1",83907.5085275841,628,498,66550.1953967013,0.79,0.015625
"253","Aegithalos caudatus",2,"1",83907.5085275841,628,591,78982.4800359817,0.94,0.015625
"254","Passer domesticus",2,"1",83907.5085275841,628,624,83368.5073643918,0.99,0.015625
"255","Coccothraustes coccothraustes",1,"1",83907.5085275841,628,546,72943.4217486915,0.87,0.015625
"256","Emberiza citrinella",1,"1",83907.5085275841,628,628,83907.5085275841,1,0.015625
"257","Phasianus colchicus",2,"1",83907.5085275841,628,559,74689.2463808897,0.89,0.015625
"258","Ciconia ciconia",3,"1",89635.9803373288,671,396,52992.1488780364,0.59,0.015625
"259","Acrocephalus scirpaceus",1,"1",83907.5085275841,628,434,57987.2558985154,0.69,0.015625
"260","Dendrocopos major",2,"1",83907.5085275841,628,627,83775.279356609,1,0.015625
"261","Fulica atra",2,"1",83907.5085275841,628,500,66850.5932416818,0.8,0.015625
"262","Fringilla coelebs",1,"1",83907.5085275841,628,627,83776.3803184876,1,0.015625
"263","Charadrius dubius",3,"1",89635.9803373288,671,384,51356.9111560224,0.57,0.015625
"264","Columba livia",1,"1",83907.5085275841,628,490,65436.0006302256,0.78,0.015625
"265","Hippolais icterina",1,"1",83907.5085275841,628,586,78294.1896839613,0.93,0.015625
"266","Bubo bubo",2,"1",83907.5085275841,628,397,53027.5747587652,0.63,0.015625
"267","Cinclus cinclus",1,"1",83907.5085275841,628,390,52106.6632675343,0.62,0.015625
"268","Columba oenas",2,"1",83907.5085275841,628,434,58018.9661737648,0.69,0.015625
"269","Anthus pratensis",1,"1",83907.5085275841,628,323,43145.8752662181,0.51,0.015625
"270","Hippolais icterina",2,"1",83907.5085275841,628,590,78859.590569874,0.94,0.015625
"271","Sylvia borin",1,"1",83907.5085275841,628,573,76528.0718582683,0.91,0.015625
"272","Garrulus glandarius",2,"1",83907.5085275841,628,625,83503.4697960802,1,0.015625
"273","Passer montanus",1,"1",83907.5085275841,628,605,80845.0950237121,0.96,0.015625
"274","Parus caeruleus",1,"1",83907.5085275841,628,624,83375.0436065297,0.99,0.015625
"275","Aythya ferina",1,"1",83907.5085275841,628,388,51874.6040612137,0.62,0.015625
"276","Cinclus cinclus",2,"1",83907.5085275841,628,406,54212.5981132441,0.65,0.015625
"277","Turdus merula",1,"1",83907.5085275841,628,628,83907.5085275841,1,0.015625
"278","Nucifraga caryocatactes",2,"1",83907.5085275841,628,339,45272.3874029134,0.54,0.015625
"279","Troglodytes troglodytes",1,"1",83907.5085275841,628,619,82707.6826777881,0.99,0.015625
"280","Prunella modularis",1,"1",83907.5085275841,628,603,80579.5242584909,0.96,0.015625
"281","Emberiza citrinella",2,"1",83907.5085275841,628,628,83907.5085275841,1,0.015625
"282","Motacilla cinerea",1,"1",83907.5085275841,628,560,74782.1504644692,0.89,0.015625
"283","Accipiter nisus",1,"1",83907.5085275841,628,572,76442.6679247639,0.91,0.015625
"284","Rallus aquaticus",2,"1",83907.5085275841,628,280,37484.2952166466,0.45,0.015625
"285","Parus major",1,"1",83907.5085275841,628,627,83775.8291310095,1,0.015625
"286","Parus major",2,"1",83907.5085275841,628,628,83907.5085275841,1,0.015625
"287","Aegolius funereus",2,"1",83907.5085275841,628,234,31263.2648347628,0.37,0.015625
"288","Phylloscopus sibilatrix",2,"1",83907.5085275841,628,580,77509.6006157303,0.92,0.015625
"289","Corvus corax",2,"1",83907.5085275841,628,566,75628.9619980792,0.9,0.015625
"290","Emberiza schoeniclus",2,"1",83907.5085275841,628,500,66869.6554030159,0.8,0.015625
"291","Anthus trivialis",1,"1",83907.5085275841,628,609,81375.0125339691,0.97,0.015625
"292","Sylvia curruca",1,"1",83907.5085275841,628,616,82293.5492354131,0.98,0.015625
"293","Troglodytes troglodytes",2,"1",83907.5085275841,628,625,83502.3878977349,1,0.015625
"294","Carduelis chloris",1,"1",83907.5085275841,628,627,83773.6403648837,1,0.015625
"295","Carduelis carduelis",1,"1",83907.5085275841,628,618,82574.9219459483,0.98,0.015625
"296","Ficedula hypoleuca",1,"1",83907.5085275841,628,326,43433.5410628616,0.52,0.015625
"297","Larus ridibundus",1,"1",83907.5085275841,628,332,44367.8492582272,0.53,0.015625
"298","Turdus philomelos",2,"1",83907.5085275841,628,627,83775.8290153597,1,0.015625
"299","Dendrocopos major",1,"1",83907.5085275841,628,622,83108.7228208416,0.99,0.015625
"300","Parus montanus",1,"1",83907.5085275841,628,425,56798.3401278641,0.68,0.015625
"301","Gallinago gallinago",1,"1",83907.5085275841,628,307,41031.6328415867,0.49,0.015625
"302","Scolopax rusticola",3,"1",89635.9803373288,671,303,40504.7826129874,0.45,0.015625
"303","Vanellus vanellus",3,"1",89635.9803373288,671,473,63281.4100473836,0.7,0.015625
